# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;szeroko uśmiechnięta twarz;roześmiana buźka|szeroko uśmiechnięta twarz
	👩🏻‍🦼;kobieta na elektrycznym wózku inwalidzkim: karnacja jasna;dostępność|karnacja jasna|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim: karnacja jasna|wózek inwalidzki
	👩🏼‍🦼;kobieta na elektrycznym wózku inwalidzkim: karnacja średnio jasna;dostępność|karnacja średnio jasna|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim: karnacja średnio jasna|wózek inwalidzki
	👩🏽‍🦼;kobieta na elektrycznym wózku inwalidzkim: karnacja średnia;dostępność|karnacja średnia|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim: karnacja średnia|wózek inwalidzki
	👩🏾‍🦼;kobieta na elektrycznym wózku inwalidzkim: karnacja średnio ciemna;dostępność|karnacja średnio ciemna|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim: karnacja średnio ciemna|wózek inwalidzki
	👩🏿‍🦼;kobieta na elektrycznym wózku inwalidzkim: karnacja ciemna;dostępność|karnacja ciemna|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim: karnacja ciemna|wózek inwalidzki
👩‍🦼‍➡️;kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👩🏻‍🦼‍➡️;kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👩🏼‍🦼‍➡️;kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👩🏽‍🦼‍➡️;kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👩🏾‍🦼‍➡️;kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👩🏿‍🦼‍➡️;kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na elektrycznym wózku inwalidzkim|kobieta na elektrycznym wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
🧑‍🦽;osoba na wózku inwalidzkim;dostępność|osoba na wózku inwalidzkim|wózek inwalidzki
	🧑🏻‍🦽;osoba na wózku inwalidzkim: karnacja jasna;dostępność|karnacja jasna|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim: karnacja jasna|wózek inwalidzki
	🧑🏼‍🦽;osoba na wózku inwalidzkim: karnacja średnio jasna;dostępność|karnacja średnio jasna|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim: karnacja średnio jasna|wózek inwalidzki
	🧑🏽‍🦽;osoba na wózku inwalidzkim: karnacja średnia;dostępność|karnacja średnia|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim: karnacja średnia|wózek inwalidzki
	🧑🏾‍🦽;osoba na wózku inwalidzkim: karnacja średnio ciemna;dostępność|karnacja średnio ciemna|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim: karnacja średnio ciemna|wózek inwalidzki
	🧑🏿‍🦽;osoba na wózku inwalidzkim: karnacja ciemna;dostępność|karnacja ciemna|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim: karnacja ciemna|wózek inwalidzki
🧑‍🦽‍➡️;osoba na wózku inwalidzkim zwrócony w prawo;dostępność|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	🧑🏻‍🦽‍➡️;osoba na wózku inwalidzkim zwrócony w prawo;dostępność|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	🧑🏼‍🦽‍➡️;osoba na wózku inwalidzkim zwrócony w prawo;dostępność|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	🧑🏽‍🦽‍➡️;osoba na wózku inwalidzkim zwrócony w prawo;dostępność|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	🧑🏾‍🦽‍➡️;osoba na wózku inwalidzkim zwrócony w prawo;dostępność|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	🧑🏿‍🦽‍➡️;osoba na wózku inwalidzkim zwrócony w prawo;dostępność|osoba na wózku inwalidzkim|osoba na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
👨‍🦽;mężczyzna na wózku inwalidzkim;dostępność|mężczyzna|mężczyzna na wózku inwalidzkim|wózek inwalidzki
	👨🏻‍🦽;mężczyzna na wózku inwalidzkim: karnacja jasna;dostępność|karnacja jasna|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim: karnacja jasna|wózek inwalidzki
	👨🏼‍🦽;mężczyzna na wózku inwalidzkim: karnacja średnio jasna;dostępność|karnacja średnio jasna|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim: karnacja średnio jasna|wózek inwalidzki
	👨🏽‍🦽;mężczyzna na wózku inwalidzkim: karnacja średnia;dostępność|karnacja średnia|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim: karnacja średnia|wózek inwalidzki
	👨🏾‍🦽;mężczyzna na wózku inwalidzkim: karnacja średnio ciemna;dostępność|karnacja średnio ciemna|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim: karnacja średnio ciemna|wózek inwalidzki
	👨🏿‍🦽;mężczyzna na wózku inwalidzkim: karnacja ciemna;dostępność|karnacja ciemna|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim: karnacja ciemna|wózek inwalidzki
👨‍🦽‍➡️;mężczyzna na wózku inwalidzkim zwrócony w prawo;dostępność|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👨🏻‍🦽‍➡️;mężczyzna na wózku inwalidzkim zwrócony w prawo;dostępność|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👨🏼‍🦽‍➡️;mężczyzna na wózku inwalidzkim zwrócony w prawo;dostępność|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👨🏽‍🦽‍➡️;mężczyzna na wózku inwalidzkim zwrócony w prawo;dostępność|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👨🏾‍🦽‍➡️;mężczyzna na wózku inwalidzkim zwrócony w prawo;dostępność|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👨🏿‍🦽‍➡️;mężczyzna na wózku inwalidzkim zwrócony w prawo;dostępność|mężczyzna|mężczyzna na wózku inwalidzkim|mężczyzna na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
👩‍🦽;kobieta na wózku inwalidzkim;dostępność|kobieta|kobieta na wózku inwalidzkim|wózek inwalidzki
	👩🏻‍🦽;kobieta na wózku inwalidzkim: karnacja jasna;dostępność|karnacja jasna|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim: karnacja jasna|wózek inwalidzki
	👩🏼‍🦽;kobieta na wózku inwalidzkim: karnacja średnio jasna;dostępność|karnacja średnio jasna|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim: karnacja średnio jasna|wózek inwalidzki
	👩🏽‍🦽;kobieta na wózku inwalidzkim: karnacja średnia;dostępność|karnacja średnia|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim: karnacja średnia|wózek inwalidzki
	👩🏾‍🦽;kobieta na wózku inwalidzkim: karnacja średnio ciemna;dostępność|karnacja średnio ciemna|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim: karnacja średnio ciemna|wózek inwalidzki
	👩🏿‍🦽;kobieta na wózku inwalidzkim: karnacja ciemna;dostępność|karnacja ciemna|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim: karnacja ciemna|wózek inwalidzki
👩‍🦽‍➡️;kobieta na wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👩🏻‍🦽‍➡️;kobieta na wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👩🏼‍🦽‍➡️;kobieta na wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👩🏽‍🦽‍➡️;kobieta na wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👩🏾‍🦽‍➡️;kobieta na wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
	👩🏿‍🦽‍➡️;kobieta na wózku inwalidzkim zwrócony w prawo;dostępność|kobieta|kobieta na wózku inwalidzkim|kobieta na wózku inwalidzkim zwrócony w prawo|wózek inwalidzki
🏃;biegnąca osoba;bieg|bieganie|biegnąca osoba|maraton|pośpiech
	🏃🏻;biegnąca osoba: karnacja jasna;bieg|bieganie|biegnąca osoba|biegnąca osoba: karnacja jasna|karnacja jasna|maraton|pośpiech
	🏃🏼;biegnąca osoba: karnacja średnio jasna;bieg|bieganie|biegnąca osoba|biegnąca osoba: karnacja średnio jasna|karnacja średnio jasna|maraton|pośpiech
	🏃🏽;biegnąca osoba: karnacja średnia;bieg|bieganie|biegnąca osoba|biegnąca osoba: karnacja średnia|karnacja średnia|maraton|pośpiech
	🏃🏾;biegnąca osoba: karnacja średnio ciemna;bieg|bieganie|biegnąca osoba|biegnąca osoba: karnacja średnio ciemna|karnacja średnio ciemna|maraton|pośpiech
	🏃🏿;biegnąca osoba: karnacja ciemna;bieg|bieganie|biegnąca osoba|biegnąca osoba: karnacja ciemna|karnacja ciemna|maraton|pośpiech
🏃‍♂️;biegnący mężczyzna;bieg|bieganie|biegnący mężczyzna|maraton|mężczyzna
	🏃🏻‍♂️;biegnący mężczyzna: karnacja jasna;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna: karnacja jasna|karnacja jasna|maraton|mężczyzna
	🏃🏼‍♂️;biegnący mężczyzna: karnacja średnio jasna;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna: karnacja średnio jasna|karnacja średnio jasna|maraton|mężczyzna
	🏃🏽‍♂️;biegnący mężczyzna: karnacja średnia;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna: karnacja średnia|karnacja średnia|maraton|mężczyzna
	🏃🏾‍♂️;biegnący mężczyzna: karnacja średnio ciemna;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna: karnacja średnio ciemna|karnacja średnio ciemna|maraton|mężczyzna
	🏃🏿‍♂️;biegnący mężczyzna: karnacja ciemna;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna: karnacja ciemna|karnacja ciemna|maraton|mężczyzna
🏃‍♀️;biegnąca kobieta;bieg|bieganie|biegnąca kobieta|kobieta|maraton
	🏃🏻‍♀️;biegnąca kobieta: karnacja jasna;bieg|bieganie|biegnąca kobieta|biegnąca kobieta: karnacja jasna|karnacja jasna|kobieta|maraton
	🏃🏼‍♀️;biegnąca kobieta: karnacja średnio jasna;bieg|bieganie|biegnąca kobieta|biegnąca kobieta: karnacja średnio jasna|karnacja średnio jasna|kobieta|maraton
	🏃🏽‍♀️;biegnąca kobieta: karnacja średnia;bieg|bieganie|biegnąca kobieta|biegnąca kobieta: karnacja średnia|karnacja średnia|kobieta|maraton
	🏃🏾‍♀️;biegnąca kobieta: karnacja średnio ciemna;bieg|bieganie|biegnąca kobieta|biegnąca kobieta: karnacja średnio ciemna|karnacja średnio ciemna|kobieta|maraton
	🏃🏿‍♀️;biegnąca kobieta: karnacja ciemna;bieg|bieganie|biegnąca kobieta|biegnąca kobieta: karnacja ciemna|karnacja ciemna|kobieta|maraton
🏃‍➡️;biegnąca osoba zwrócony w prawo;bieg|bieganie|biegnąca osoba|biegnąca osoba zwrócony w prawo|maraton|pośpiech
	🏃🏻‍➡️;biegnąca osoba zwrócony w prawo;bieg|bieganie|biegnąca osoba|biegnąca osoba zwrócony w prawo|maraton|pośpiech
	🏃🏼‍➡️;biegnąca osoba zwrócony w prawo;bieg|bieganie|biegnąca osoba|biegnąca osoba zwrócony w prawo|maraton|pośpiech
	🏃🏽‍➡️;biegnąca osoba zwrócony w prawo;bieg|bieganie|biegnąca osoba|biegnąca osoba zwrócony w prawo|maraton|pośpiech
	🏃🏾‍➡️;biegnąca osoba zwrócony w prawo;bieg|bieganie|biegnąca osoba|biegnąca osoba zwrócony w prawo|maraton|pośpiech
	🏃🏿‍➡️;biegnąca osoba zwrócony w prawo;bieg|bieganie|biegnąca osoba|biegnąca osoba zwrócony w prawo|maraton|pośpiech
🏃‍♀️‍➡️;biegnąca kobieta zwrócony w prawo;bieg|bieganie|biegnąca kobieta|biegnąca kobieta zwrócony w prawo|kobieta|maraton
	🏃🏻‍♀️‍➡️;biegnąca kobieta zwrócony w prawo;bieg|bieganie|biegnąca kobieta|biegnąca kobieta zwrócony w prawo|kobieta|maraton
	🏃🏼‍♀️‍➡️;biegnąca kobieta zwrócony w prawo;bieg|bieganie|biegnąca kobieta|biegnąca kobieta zwrócony w prawo|kobieta|maraton
	🏃🏽‍♀️‍➡️;biegnąca kobieta zwrócony w prawo;bieg|bieganie|biegnąca kobieta|biegnąca kobieta zwrócony w prawo|kobieta|maraton
	🏃🏾‍♀️‍➡️;biegnąca kobieta zwrócony w prawo;bieg|bieganie|biegnąca kobieta|biegnąca kobieta zwrócony w prawo|kobieta|maraton
	🏃🏿‍♀️‍➡️;biegnąca kobieta zwrócony w prawo;bieg|bieganie|biegnąca kobieta|biegnąca kobieta zwrócony w prawo|kobieta|maraton
🏃‍♂️‍➡️;biegnący mężczyzna zwrócony w prawo;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna zwrócony w prawo|maraton|mężczyzna
	🏃🏻‍♂️‍➡️;biegnący mężczyzna zwrócony w prawo;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna zwrócony w prawo|maraton|mężczyzna
	🏃🏼‍♂️‍➡️;biegnący mężczyzna zwrócony w prawo;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna zwrócony w prawo|maraton|mężczyzna
	🏃🏽‍♂️‍➡️;biegnący mężczyzna zwrócony w prawo;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna zwrócony w prawo|maraton|mężczyzna
	🏃🏾‍♂️‍➡️;biegnący mężczyzna zwrócony w prawo;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna zwrócony w prawo|maraton|mężczyzna
	🏃🏿‍♂️‍➡️;biegnący mężczyzna zwrócony w prawo;bieg|bieganie|biegnący mężczyzna|biegnący mężczyzna zwrócony w prawo|maraton|mężczyzna
💃;tańcząca kobieta;tańcząca kobieta|tańczyć|taniec
	💃🏻;tańcząca kobieta: karnacja jasna;karnacja jasna|tańcząca kobieta|tańcząca kobieta: karnacja jasna|tańczyć|taniec
	💃🏼;tańcząca kobieta: karnacja średnio jasna;karnacja średnio jasna|tańcząca kobieta|tańcząca kobieta: karnacja średnio jasna|tańczyć|taniec
	💃🏽;tańcząca kobieta: karnacja średnia;karnacja średnia|tańcząca kobieta|tańcząca kobieta: karnacja średnia|tańczyć|taniec
	💃🏾;tańcząca kobieta: karnacja średnio ciemna;karnacja średnio ciemna|tańcząca kobieta|tańcząca kobieta: karnacja średnio ciemna|tańczyć|taniec
	💃🏿;tańcząca kobieta: karnacja ciemna;karnacja ciemna|tańcząca kobieta|tańcząca kobieta: karnacja ciemna|tańczyć|taniec
🕺;tańczący mężczyzna;tańczący mężczyzna|tańczyć|taniec
	🕺🏻;tańczący mężczyzna: karnacja jasna;karnacja jasna|tańczący mężczyzna|tańczący mężczyzna: karnacja jasna|tańczyć|taniec
	🕺🏼;tańczący mężczyzna: karnacja średnio jasna;karnacja średnio jasna|tańczący mężczyzna|tańczący mężczyzna: karnacja średnio jasna|tańczyć|taniec
	🕺🏽;tańczący mężczyzna: karnacja średnia;karnacja średnia|tańczący mężczyzna|tańczący mężczyzna: karnacja średnia|tańczyć|taniec
	🕺🏾;tańczący mężczyzna: karnacja średnio ciemna;karnacja średnio ciemna|tańczący mężczyzna|tańczący mężczyzna: karnacja średnio ciemna|tańczyć|taniec
	🕺🏿;tańczący mężczyzna: karnacja ciemna;karnacja ciemna|tańczący mężczyzna|tańczący mężczyzna: karnacja ciemna|tańczyć|taniec
🕴️;lewitujący mężczyzna w garniturze;biznesmen|garnitur|lewitacja|lewitować|lewitujący mężczyzna w garniturze|mężczyzna
	🕴🏻;lewitujący mężczyzna w garniturze: karnacja jasna;biznesmen|garnitur|karnacja jasna|lewitacja|lewitować|lewitujący mężczyzna w garniturze|lewitujący mężczyzna w garniturze: karnacja jasna|mężczyzna
	🕴🏼;lewitujący mężczyzna w garniturze: karnacja średnio jasna;biznesmen|garnitur|karnacja średnio jasna|lewitacja|lewitować|lewitujący mężczyzna w garniturze|lewitujący mężczyzna w garniturze: karnacja średnio jasna|mężczyzna
	🕴🏽;lewitujący mężczyzna w garniturze: karnacja średnia;biznesmen|garnitur|karnacja średnia|lewitacja|lewitować|lewitujący mężczyzna w garniturze|lewitujący mężczyzna w garniturze: karnacja średnia|mężczyzna
	🕴🏾;lewitujący mężczyzna w garniturze: karnacja średnio ciemna;biznesmen|garnitur|karnacja średnio ciemna|lewitacja|lewitować|lewitujący mężczyzna w garniturze|lewitujący mężczyzna w garniturze: karnacja średnio ciemna|mężczyzna
	🕴🏿;lewitujący mężczyzna w garniturze: karnacja ciemna;biznesmen|garnitur|karnacja ciemna|lewitacja|lewitować|lewitujący mężczyzna w garniturze|lewitujący mężczyzna w garniturze: karnacja ciemna|mężczyzna
👯;osoby z uszami królika na przyjęciu;dziewczyny|kobiety|króliczki|osoby z uszami królika na przyjęciu|tancerki|uszy
👯‍♂️;mężczyźni z uszami królika na przyjęciu;impreza|królicze uszy|mężczyźni|mężczyźni z uszami królika na przyjęciu|tancerze
👯‍♀️;kobiety z uszami królika na przyjęciu;impreza|kobiety|kobiety z uszami królika na przyjęciu|królicze uszy|tancerki
🧖;osoba w zaparowanym pomieszczeniu;osoba w zaparowanym pomieszczeniu|sauna|zaparowane pomieszczenie
	🧖🏻;osoba w zaparowanym pomieszczeniu: karnacja jasna;karnacja jasna|osoba w zaparowanym pomieszczeniu|osoba w zaparowanym pomieszczeniu: karnacja jasna|sauna|zaparowane pomieszczenie
	🧖🏼;osoba w zaparowanym pomieszczeniu: karnacja średnio jasna;karnacja średnio jasna|osoba w zaparowanym pomieszczeniu|osoba w zaparowanym pomieszczeniu: karnacja średnio jasna|sauna|zaparowane pomieszczenie
	🧖🏽;osoba w zaparowanym pomieszczeniu: karnacja średnia;karnacja średnia|osoba w zaparowanym pomieszczeniu|osoba w zaparowanym pomieszczeniu: karnacja średnia|sauna|zaparowane pomieszczenie
	🧖🏾;osoba w zaparowanym pomieszczeniu: karnacja średnio ciemna;karnacja średnio ciemna|osoba w zaparowanym pomieszczeniu|osoba w zaparowanym pomieszczeniu: karnacja średnio ciemna|sauna|zaparowane pomieszczenie
	🧖🏿;osoba w zaparowanym pomieszczeniu: karnacja ciemna;karnacja ciemna|osoba w zaparowanym pomieszczeniu|osoba w zaparowanym pomieszczeniu: karnacja ciemna|sauna|zaparowane pomieszczenie
🧖‍♂️;mężczyzna w zaparowanym pomieszczeniu;mężczyzna w zaparowanym pomieszczeniu|sauna|zaparowane pomieszczenie
	🧖🏻‍♂️;mężczyzna w zaparowanym pomieszczeniu: karnacja jasna;karnacja jasna|mężczyzna w zaparowanym pomieszczeniu|mężczyzna w zaparowanym pomieszczeniu: karnacja jasna|sauna|zaparowane pomieszczenie
	🧖🏼‍♂️;mężczyzna w zaparowanym pomieszczeniu: karnacja średnio jasna;karnacja średnio jasna|mężczyzna w zaparowanym pomieszczeniu|mężczyzna w zaparowanym pomieszczeniu: karnacja średnio jasna|sauna|zaparowane pomieszczenie
	🧖🏽‍♂️;mężczyzna w zaparowanym pomieszczeniu: karnacja średnia;karnacja średnia|mężczyzna w zaparowanym pomieszczeniu|mężczyzna w zaparowanym pomieszczeniu: karnacja średnia|sauna|zaparowane pomieszczenie
	🧖🏾‍♂️;mężczyzna w zaparowanym pomieszczeniu: karnacja średnio ciemna;karnacja średnio ciemna|mężczyzna w zaparowanym pomieszczeniu|mężczyzna w zaparowanym pomieszczeniu: karnacja średnio ciemna|sauna|zaparowane pomieszczenie
	🧖🏿‍♂️;mężczyzna w zaparowanym pomieszczeniu: karnacja ciemna;karnacja ciemna|mężczyzna w zaparowanym pomieszczeniu|mężczyzna w zaparowanym pomieszczeniu: karnacja ciemna|sauna|zaparowane pomieszczenie
🧖‍♀️;kobieta w zaparowanym pomieszczeniu;kobieta w zaparowanym pomieszczeniu|sauna|zaparowane pomieszczenie
	🧖🏻‍♀️;kobieta w zaparowanym pomieszczeniu: karnacja jasna;karnacja jasna|kobieta w zaparowanym pomieszczeniu|kobieta w zaparowanym pomieszczeniu: karnacja jasna|sauna|zaparowane pomieszczenie
	🧖🏼‍♀️;kobieta w zaparowanym pomieszczeniu: karnacja średnio jasna;karnacja średnio jasna|kobieta w zaparowanym pomieszczeniu|kobieta w zaparowanym pomieszczeniu: karnacja średnio jasna|sauna|zaparowane pomieszczenie
	🧖🏽‍♀️;kobieta w zaparowanym pomieszczeniu: karnacja średnia;karnacja średnia|kobieta w zaparowanym pomieszczeniu|kobieta w zaparowanym pomieszczeniu: karnacja średnia|sauna|zaparowane pomieszczenie
	🧖🏾‍♀️;kobieta w zaparowanym pomieszczeniu: karnacja średnio ciemna;karnacja średnio ciemna|kobieta w zaparowanym pomieszczeniu|kobieta w zaparowanym pomieszczeniu: karnacja średnio ciemna|sauna|zaparowane pomieszczenie
	🧖🏿‍♀️;kobieta w zaparowanym pomieszczeniu: karnacja ciemna;karnacja ciemna|kobieta w zaparowanym pomieszczeniu|kobieta w zaparowanym pomieszczeniu: karnacja ciemna|sauna|zaparowane pomieszczenie
🧗;osoba wspinająca się;osoba wspinająca się|wspinacz
	🧗🏻;osoba wspinająca się: karnacja jasna;karnacja jasna|osoba wspinająca się|osoba wspinająca się: karnacja jasna|wspinacz
	🧗🏼;osoba wspinająca się: karnacja średnio jasna;karnacja średnio jasna|osoba wspinająca się|osoba wspinająca się: karnacja średnio jasna|wspinacz
	🧗🏽;osoba wspinająca się: karnacja średnia;karnacja średnia|osoba wspinająca się|osoba wspinająca się: karnacja średnia|wspinacz
	🧗🏾;osoba wspinająca się: karnacja średnio ciemna;karnacja średnio ciemna|osoba wspinająca się|osoba wspinająca się: karnacja średnio ciemna|wspinacz
	🧗🏿;osoba wspinająca się: karnacja ciemna;karnacja ciemna|osoba wspinająca się|osoba wspinająca się: karnacja ciemna|wspinacz
🧗‍♂️;mężczyzna wspinający się;mężczyzna wspinający się|wspinacz
	🧗🏻‍♂️;mężczyzna wspinający się: karnacja jasna;karnacja jasna|mężczyzna wspinający się|mężczyzna wspinający się: karnacja jasna|wspinacz
	🧗🏼‍♂️;mężczyzna wspinający się: karnacja średnio jasna;karnacja średnio jasna|mężczyzna wspinający się|mężczyzna wspinający się: karnacja średnio jasna|wspinacz
	🧗🏽‍♂️;mężczyzna wspinający się: karnacja średnia;karnacja średnia|mężczyzna wspinający się|mężczyzna wspinający się: karnacja średnia|wspinacz
	🧗🏾‍♂️;mężczyzna wspinający się: karnacja średnio ciemna;karnacja średnio ciemna|mężczyzna wspinający się|mężczyzna wspinający się: karnacja średnio ciemna|wspinacz
	🧗🏿‍♂️;mężczyzna wspinający się: karnacja ciemna;karnacja ciemna|mężczyzna wspinający się|mężczyzna wspinający się: karnacja ciemna|wspinacz
🧗‍♀️;kobieta wspinająca się;kobieta wspinająca się|wspinacz
	🧗🏻‍♀️;kobieta wspinająca się: karnacja jasna;karnacja jasna|kobieta wspinająca się|kobieta wspinająca się: karnacja jasna|wspinacz
	🧗🏼‍♀️;kobieta wspinająca się: karnacja średnio jasna;karnacja średnio jasna|kobieta wspinająca się|kobieta wspinająca się: karnacja średnio jasna|wspinacz
	🧗🏽‍♀️;kobieta wspinająca się: karnacja średnia;karnacja średnia|kobieta wspinająca się|kobieta wspinająca się: karnacja średnia|wspinacz
	🧗🏾‍♀️;kobieta wspinająca się: karnacja średnio ciemna;karnacja średnio ciemna|kobieta wspinająca się|kobieta wspinająca się: karnacja średnio ciemna|wspinacz
	🧗🏿‍♀️;kobieta wspinająca się: karnacja ciemna;karnacja ciemna|kobieta wspinająca się|kobieta wspinająca się: karnacja ciemna|wspinacz
🤺;osoba uprawiająca szermierkę;osoba uprawiająca szermierkę|sport|szermierka|szermierz|szpada
🏇;wyścigi konne;jeździec|koń|wyścigi konne
	🏇🏻;wyścigi konne: karnacja jasna;jeździec|karnacja jasna|koń|wyścigi konne|wyścigi konne: karnacja jasna
	🏇🏼;wyścigi konne: karnacja średnio jasna;jeździec|karnacja średnio jasna|koń|wyścigi konne|wyścigi konne: karnacja średnio jasna
	🏇🏽;wyścigi konne: karnacja średnia;jeździec|karnacja średnia|koń|wyścigi konne|wyścigi konne: karnacja średnia
	🏇🏾;wyścigi konne: karnacja średnio ciemna;jeździec|karnacja średnio ciemna|koń|wyścigi konne|wyścigi konne: karnacja średnio ciemna
	🏇🏿;wyścigi konne: karnacja ciemna;jeździec|karnacja ciemna|koń|wyścigi konne|wyścigi konne: karnacja ciemna
⛷️;narciarz;narciarz|narty|śnieg|stok
🏂;snowboardzista;snowboard|snowboardzista
	🏂🏻;snowboardzista: karnacja jasna;karnacja jasna|snowboard|snowboardzista|snowboardzista: karnacja jasna
	🏂🏼;snowboardzista: karnacja średnio jasna;karnacja średnio jasna|snowboard|snowboardzista|snowboardzista: karnacja średnio jasna
	🏂🏽;snowboardzista: karnacja średnia;karnacja średnia|snowboard|snowboardzista|snowboardzista: karnacja średnia
	🏂🏾;snowboardzista: karnacja średnio ciemna;karnacja średnio ciemna|snowboard|snowboardzista|snowboardzista: karnacja średnio ciemna
	🏂🏿;snowboardzista: karnacja ciemna;karnacja ciemna|snowboard|snowboardzista|snowboardzista: karnacja ciemna
🏌️;osoba grająca w golfa;golf|osoba grająca w golfa|piłka
	🏌🏻;osoba grająca w golfa: karnacja jasna;golf|karnacja jasna|osoba grająca w golfa|osoba grająca w golfa: karnacja jasna|piłka
