# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;wyneb yn gwenu â cheg agored;lledwenu|wyneb|wyneb yn gwenu â cheg agored
	👩🏾‍🦯;menyw â ffon wen: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dall|hygyrchedd|menyw|menyw â ffon wen|menyw â ffon wen: arlliw croen canolig-tywyll
	👩🏿‍🦯;menyw â ffon wen: arlliw croen tywyll;arlliw croen tywyll|dall|hygyrchedd|menyw|menyw â ffon wen|menyw â ffon wen: arlliw croen tywyll
👩‍🦯‍➡️;menyw â ffon wen wynebu i’r dde;dall|hygyrchedd|menyw|menyw â ffon wen|menyw â ffon wen wynebu i’r dde
	👩🏻‍🦯‍➡️;menyw â ffon wen wynebu i’r dde;dall|hygyrchedd|menyw|menyw â ffon wen|menyw â ffon wen wynebu i’r dde
	👩🏼‍🦯‍➡️;menyw â ffon wen wynebu i’r dde;dall|hygyrchedd|menyw|menyw â ffon wen|menyw â ffon wen wynebu i’r dde
	👩🏽‍🦯‍➡️;menyw â ffon wen wynebu i’r dde;dall|hygyrchedd|menyw|menyw â ffon wen|menyw â ffon wen wynebu i’r dde
	👩🏾‍🦯‍➡️;menyw â ffon wen wynebu i’r dde;dall|hygyrchedd|menyw|menyw â ffon wen|menyw â ffon wen wynebu i’r dde
	👩🏿‍🦯‍➡️;menyw â ffon wen wynebu i’r dde;dall|hygyrchedd|menyw|menyw â ffon wen|menyw â ffon wen wynebu i’r dde
🧑‍🦼;person mewn cadair olwyn drydan;cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan
	🧑🏻‍🦼;person mewn cadair olwyn drydan: arlliw croen golau;arlliw croen golau|cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan: arlliw croen golau
	🧑🏼‍🦼;person mewn cadair olwyn drydan: arlliw croen canolig-golau;arlliw croen canolig-golau|cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan: arlliw croen canolig-golau
	🧑🏽‍🦼;person mewn cadair olwyn drydan: arlliw croen canolog;arlliw croen canolog|cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan: arlliw croen canolog
	🧑🏾‍🦼;person mewn cadair olwyn drydan: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan: arlliw croen canolig-tywyll
	🧑🏿‍🦼;person mewn cadair olwyn drydan: arlliw croen tywyll;arlliw croen tywyll|cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan: arlliw croen tywyll
🧑‍🦼‍➡️;person mewn cadair olwyn drydan wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan wynebu i’r dde
	🧑🏻‍🦼‍➡️;person mewn cadair olwyn drydan wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan wynebu i’r dde
	🧑🏼‍🦼‍➡️;person mewn cadair olwyn drydan wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan wynebu i’r dde
	🧑🏽‍🦼‍➡️;person mewn cadair olwyn drydan wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan wynebu i’r dde
	🧑🏾‍🦼‍➡️;person mewn cadair olwyn drydan wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan wynebu i’r dde
	🧑🏿‍🦼‍➡️;person mewn cadair olwyn drydan wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn drydan|person mewn cadair olwyn drydan wynebu i’r dde
👨‍🦼;dyn mewn cadair olwyn fodur;cadair olwyn|dyn|dyn mewn cadair olwyn fodur|hygyrchedd
	👨🏻‍🦼;dyn mewn cadair olwyn fodur: arlliw croen golau;arlliw croen golau|cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur: arlliw croen golau|hygyrchedd
	👨🏼‍🦼;dyn mewn cadair olwyn fodur: arlliw croen canolig-golau;arlliw croen canolig-golau|cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur: arlliw croen canolig-golau|hygyrchedd
	👨🏽‍🦼;dyn mewn cadair olwyn fodur: arlliw croen canolog;arlliw croen canolog|cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur: arlliw croen canolog|hygyrchedd
	👨🏾‍🦼;dyn mewn cadair olwyn fodur: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur: arlliw croen canolig-tywyll|hygyrchedd
	👨🏿‍🦼;dyn mewn cadair olwyn fodur: arlliw croen tywyll;arlliw croen tywyll|cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur: arlliw croen tywyll|hygyrchedd
👨‍🦼‍➡️;dyn mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur wynebu i’r dde|hygyrchedd
	👨🏻‍🦼‍➡️;dyn mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur wynebu i’r dde|hygyrchedd
	👨🏼‍🦼‍➡️;dyn mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur wynebu i’r dde|hygyrchedd
	👨🏽‍🦼‍➡️;dyn mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur wynebu i’r dde|hygyrchedd
	👨🏾‍🦼‍➡️;dyn mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur wynebu i’r dde|hygyrchedd
	👨🏿‍🦼‍➡️;dyn mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn fodur|dyn mewn cadair olwyn fodur wynebu i’r dde|hygyrchedd
👩‍🦼;menyw mewn cadair olwyn fodur;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur
	👩🏻‍🦼;menyw mewn cadair olwyn fodur: arlliw croen golau;arlliw croen golau|cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur: arlliw croen golau
	👩🏼‍🦼;menyw mewn cadair olwyn fodur: arlliw croen canolig-golau;arlliw croen canolig-golau|cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur: arlliw croen canolig-golau
	👩🏽‍🦼;menyw mewn cadair olwyn fodur: arlliw croen canolog;arlliw croen canolog|cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur: arlliw croen canolog
	👩🏾‍🦼;menyw mewn cadair olwyn fodur: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur: arlliw croen canolig-tywyll
	👩🏿‍🦼;menyw mewn cadair olwyn fodur: arlliw croen tywyll;arlliw croen tywyll|cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur: arlliw croen tywyll
👩‍🦼‍➡️;menyw mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur wynebu i’r dde
	👩🏻‍🦼‍➡️;menyw mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur wynebu i’r dde
	👩🏼‍🦼‍➡️;menyw mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur wynebu i’r dde
	👩🏽‍🦼‍➡️;menyw mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur wynebu i’r dde
	👩🏾‍🦼‍➡️;menyw mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur wynebu i’r dde
	👩🏿‍🦼‍➡️;menyw mewn cadair olwyn fodur wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn fodur|menyw mewn cadair olwyn fodur wynebu i’r dde
🧑‍🦽;person mewn cadair olwyn â llaw;cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw
	🧑🏻‍🦽;person mewn cadair olwyn â llaw: arlliw croen golau;arlliw croen golau|cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw: arlliw croen golau
	🧑🏼‍🦽;person mewn cadair olwyn â llaw: arlliw croen canolig-golau;arlliw croen canolig-golau|cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw: arlliw croen canolig-golau
	🧑🏽‍🦽;person mewn cadair olwyn â llaw: arlliw croen canolog;arlliw croen canolog|cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw: arlliw croen canolog
	🧑🏾‍🦽;person mewn cadair olwyn â llaw: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw: arlliw croen canolig-tywyll
	🧑🏿‍🦽;person mewn cadair olwyn â llaw: arlliw croen tywyll;arlliw croen tywyll|cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw: arlliw croen tywyll
🧑‍🦽‍➡️;person mewn cadair olwyn â llaw wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw wynebu i’r dde
	🧑🏻‍🦽‍➡️;person mewn cadair olwyn â llaw wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw wynebu i’r dde
	🧑🏼‍🦽‍➡️;person mewn cadair olwyn â llaw wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw wynebu i’r dde
	🧑🏽‍🦽‍➡️;person mewn cadair olwyn â llaw wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw wynebu i’r dde
	🧑🏾‍🦽‍➡️;person mewn cadair olwyn â llaw wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw wynebu i’r dde
	🧑🏿‍🦽‍➡️;person mewn cadair olwyn â llaw wynebu i’r dde;cadair olwyn|hygyrchedd|person mewn cadair olwyn â llaw|person mewn cadair olwyn â llaw wynebu i’r dde
👨‍🦽;dyn mewn cadair olwyn;cadair olwyn|dyn|dyn mewn cadair olwyn|hygyrchedd
	👨🏻‍🦽;dyn mewn cadair olwyn: arlliw croen golau;arlliw croen golau|cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn: arlliw croen golau|hygyrchedd
	👨🏼‍🦽;dyn mewn cadair olwyn: arlliw croen canolig-golau;arlliw croen canolig-golau|cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn: arlliw croen canolig-golau|hygyrchedd
	👨🏽‍🦽;dyn mewn cadair olwyn: arlliw croen canolog;arlliw croen canolog|cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn: arlliw croen canolog|hygyrchedd
	👨🏾‍🦽;dyn mewn cadair olwyn: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn: arlliw croen canolig-tywyll|hygyrchedd
	👨🏿‍🦽;dyn mewn cadair olwyn: arlliw croen tywyll;arlliw croen tywyll|cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn: arlliw croen tywyll|hygyrchedd
👨‍🦽‍➡️;dyn mewn cadair olwyn wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn wynebu i’r dde|hygyrchedd
	👨🏻‍🦽‍➡️;dyn mewn cadair olwyn wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn wynebu i’r dde|hygyrchedd
	👨🏼‍🦽‍➡️;dyn mewn cadair olwyn wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn wynebu i’r dde|hygyrchedd
	👨🏽‍🦽‍➡️;dyn mewn cadair olwyn wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn wynebu i’r dde|hygyrchedd
	👨🏾‍🦽‍➡️;dyn mewn cadair olwyn wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn wynebu i’r dde|hygyrchedd
	👨🏿‍🦽‍➡️;dyn mewn cadair olwyn wynebu i’r dde;cadair olwyn|dyn|dyn mewn cadair olwyn|dyn mewn cadair olwyn wynebu i’r dde|hygyrchedd
👩‍🦽;menyw mewn cadair olwyn;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn
	👩🏻‍🦽;menyw mewn cadair olwyn: arlliw croen golau;arlliw croen golau|cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn: arlliw croen golau
	👩🏼‍🦽;menyw mewn cadair olwyn: arlliw croen canolig-golau;arlliw croen canolig-golau|cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn: arlliw croen canolig-golau
	👩🏽‍🦽;menyw mewn cadair olwyn: arlliw croen canolog;arlliw croen canolog|cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn: arlliw croen canolog
	👩🏾‍🦽;menyw mewn cadair olwyn: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn: arlliw croen canolig-tywyll
	👩🏿‍🦽;menyw mewn cadair olwyn: arlliw croen tywyll;arlliw croen tywyll|cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn: arlliw croen tywyll
👩‍🦽‍➡️;menyw mewn cadair olwyn wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn wynebu i’r dde
	👩🏻‍🦽‍➡️;menyw mewn cadair olwyn wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn wynebu i’r dde
	👩🏼‍🦽‍➡️;menyw mewn cadair olwyn wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn wynebu i’r dde
	👩🏽‍🦽‍➡️;menyw mewn cadair olwyn wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn wynebu i’r dde
	👩🏾‍🦽‍➡️;menyw mewn cadair olwyn wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn wynebu i’r dde
	👩🏿‍🦽‍➡️;menyw mewn cadair olwyn wynebu i’r dde;cadair olwyn|hygyrchedd|menyw|menyw mewn cadair olwyn|menyw mewn cadair olwyn wynebu i’r dde
🏃;person yn rhedeg;marathon|person yn rhedeg|rhedeg
	🏃🏻;person yn rhedeg: arlliw croen golau;arlliw croen golau|marathon|person yn rhedeg|person yn rhedeg: arlliw croen golau|rhedeg
	🏃🏼;person yn rhedeg: arlliw croen canolig-golau;arlliw croen canolig-golau|marathon|person yn rhedeg|person yn rhedeg: arlliw croen canolig-golau|rhedeg
	🏃🏽;person yn rhedeg: arlliw croen canolog;arlliw croen canolog|marathon|person yn rhedeg|person yn rhedeg: arlliw croen canolog|rhedeg
	🏃🏾;person yn rhedeg: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|marathon|person yn rhedeg|person yn rhedeg: arlliw croen canolig-tywyll|rhedeg
	🏃🏿;person yn rhedeg: arlliw croen tywyll;arlliw croen tywyll|marathon|person yn rhedeg|person yn rhedeg: arlliw croen tywyll|rhedeg
🏃‍♂️;dyn yn rhedeg;dyn|dyn yn rhedeg|marathon|ras|rhedeg
	🏃🏻‍♂️;dyn yn rhedeg: arlliw croen golau;arlliw croen golau|dyn|dyn yn rhedeg|dyn yn rhedeg: arlliw croen golau|marathon|ras|rhedeg
	🏃🏼‍♂️;dyn yn rhedeg: arlliw croen canolig-golau;arlliw croen canolig-golau|dyn|dyn yn rhedeg|dyn yn rhedeg: arlliw croen canolig-golau|marathon|ras|rhedeg
	🏃🏽‍♂️;dyn yn rhedeg: arlliw croen canolog;arlliw croen canolog|dyn|dyn yn rhedeg|dyn yn rhedeg: arlliw croen canolog|marathon|ras|rhedeg
	🏃🏾‍♂️;dyn yn rhedeg: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dyn|dyn yn rhedeg|dyn yn rhedeg: arlliw croen canolig-tywyll|marathon|ras|rhedeg
	🏃🏿‍♂️;dyn yn rhedeg: arlliw croen tywyll;arlliw croen tywyll|dyn|dyn yn rhedeg|dyn yn rhedeg: arlliw croen tywyll|marathon|ras|rhedeg
🏃‍♀️;menyw yn rhedeg;marathon|menyw|menyw yn rhedeg|ras|rhedeg
	🏃🏻‍♀️;menyw yn rhedeg: arlliw croen golau;arlliw croen golau|marathon|menyw|menyw yn rhedeg|menyw yn rhedeg: arlliw croen golau|ras|rhedeg
	🏃🏼‍♀️;menyw yn rhedeg: arlliw croen canolig-golau;arlliw croen canolig-golau|marathon|menyw|menyw yn rhedeg|menyw yn rhedeg: arlliw croen canolig-golau|ras|rhedeg
	🏃🏽‍♀️;menyw yn rhedeg: arlliw croen canolog;arlliw croen canolog|marathon|menyw|menyw yn rhedeg|menyw yn rhedeg: arlliw croen canolog|ras|rhedeg
	🏃🏾‍♀️;menyw yn rhedeg: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|marathon|menyw|menyw yn rhedeg|menyw yn rhedeg: arlliw croen canolig-tywyll|ras|rhedeg
	🏃🏿‍♀️;menyw yn rhedeg: arlliw croen tywyll;arlliw croen tywyll|marathon|menyw|menyw yn rhedeg|menyw yn rhedeg: arlliw croen tywyll|ras|rhedeg
🏃‍➡️;person yn rhedeg wynebu i’r dde;marathon|person yn rhedeg|person yn rhedeg wynebu i’r dde|rhedeg
	🏃🏻‍➡️;person yn rhedeg wynebu i’r dde;marathon|person yn rhedeg|person yn rhedeg wynebu i’r dde|rhedeg
	🏃🏼‍➡️;person yn rhedeg wynebu i’r dde;marathon|person yn rhedeg|person yn rhedeg wynebu i’r dde|rhedeg
	🏃🏽‍➡️;person yn rhedeg wynebu i’r dde;marathon|person yn rhedeg|person yn rhedeg wynebu i’r dde|rhedeg
	🏃🏾‍➡️;person yn rhedeg wynebu i’r dde;marathon|person yn rhedeg|person yn rhedeg wynebu i’r dde|rhedeg
	🏃🏿‍➡️;person yn rhedeg wynebu i’r dde;marathon|person yn rhedeg|person yn rhedeg wynebu i’r dde|rhedeg
🏃‍♀️‍➡️;menyw yn rhedeg wynebu i’r dde;marathon|menyw|menyw yn rhedeg|menyw yn rhedeg wynebu i’r dde|ras|rhedeg
	🏃🏻‍♀️‍➡️;menyw yn rhedeg wynebu i’r dde;marathon|menyw|menyw yn rhedeg|menyw yn rhedeg wynebu i’r dde|ras|rhedeg
	🏃🏼‍♀️‍➡️;menyw yn rhedeg wynebu i’r dde;marathon|menyw|menyw yn rhedeg|menyw yn rhedeg wynebu i’r dde|ras|rhedeg
	🏃🏽‍♀️‍➡️;menyw yn rhedeg wynebu i’r dde;marathon|menyw|menyw yn rhedeg|menyw yn rhedeg wynebu i’r dde|ras|rhedeg
	🏃🏾‍♀️‍➡️;menyw yn rhedeg wynebu i’r dde;marathon|menyw|menyw yn rhedeg|menyw yn rhedeg wynebu i’r dde|ras|rhedeg
	🏃🏿‍♀️‍➡️;menyw yn rhedeg wynebu i’r dde;marathon|menyw|menyw yn rhedeg|menyw yn rhedeg wynebu i’r dde|ras|rhedeg
🏃‍♂️‍➡️;dyn yn rhedeg wynebu i’r dde;dyn|dyn yn rhedeg|dyn yn rhedeg wynebu i’r dde|marathon|ras|rhedeg
	🏃🏻‍♂️‍➡️;dyn yn rhedeg wynebu i’r dde;dyn|dyn yn rhedeg|dyn yn rhedeg wynebu i’r dde|marathon|ras|rhedeg
	🏃🏼‍♂️‍➡️;dyn yn rhedeg wynebu i’r dde;dyn|dyn yn rhedeg|dyn yn rhedeg wynebu i’r dde|marathon|ras|rhedeg
	🏃🏽‍♂️‍➡️;dyn yn rhedeg wynebu i’r dde;dyn|dyn yn rhedeg|dyn yn rhedeg wynebu i’r dde|marathon|ras|rhedeg
	🏃🏾‍♂️‍➡️;dyn yn rhedeg wynebu i’r dde;dyn|dyn yn rhedeg|dyn yn rhedeg wynebu i’r dde|marathon|ras|rhedeg
	🏃🏿‍♂️‍➡️;dyn yn rhedeg wynebu i’r dde;dyn|dyn yn rhedeg|dyn yn rhedeg wynebu i’r dde|marathon|ras|rhedeg
💃;menyw yn dawnsio;dawnsio|menyw|menyw yn dawnsio
	💃🏻;menyw yn dawnsio: arlliw croen golau;arlliw croen golau|dawnsio|menyw|menyw yn dawnsio|menyw yn dawnsio: arlliw croen golau
	💃🏼;menyw yn dawnsio: arlliw croen canolig-golau;arlliw croen canolig-golau|dawnsio|menyw|menyw yn dawnsio|menyw yn dawnsio: arlliw croen canolig-golau
	💃🏽;menyw yn dawnsio: arlliw croen canolog;arlliw croen canolog|dawnsio|menyw|menyw yn dawnsio|menyw yn dawnsio: arlliw croen canolog
	💃🏾;menyw yn dawnsio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dawnsio|menyw|menyw yn dawnsio|menyw yn dawnsio: arlliw croen canolig-tywyll
	💃🏿;menyw yn dawnsio: arlliw croen tywyll;arlliw croen tywyll|dawnsio|menyw|menyw yn dawnsio|menyw yn dawnsio: arlliw croen tywyll
🕺;dyn yn dawnsio;dawnsio|dyn|dyn yn dawnsio
	🕺🏻;dyn yn dawnsio: arlliw croen golau;arlliw croen golau|dawnsio|dyn|dyn yn dawnsio|dyn yn dawnsio: arlliw croen golau
	🕺🏼;dyn yn dawnsio: arlliw croen canolig-golau;arlliw croen canolig-golau|dawnsio|dyn|dyn yn dawnsio|dyn yn dawnsio: arlliw croen canolig-golau
	🕺🏽;dyn yn dawnsio: arlliw croen canolog;arlliw croen canolog|dawnsio|dyn|dyn yn dawnsio|dyn yn dawnsio: arlliw croen canolog
	🕺🏾;dyn yn dawnsio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dawnsio|dyn|dyn yn dawnsio|dyn yn dawnsio: arlliw croen canolig-tywyll
	🕺🏿;dyn yn dawnsio: arlliw croen tywyll;arlliw croen tywyll|dawnsio|dyn|dyn yn dawnsio|dyn yn dawnsio: arlliw croen tywyll
🕴️;dyn mewn gwisg fusnes yn ymddyrchafu;busnes|dyn|dyn mewn gwisg fusnes yn ymddyrchafu|gwisg
	🕴🏻;dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen golau;arlliw croen golau|busnes|dyn|dyn mewn gwisg fusnes yn ymddyrchafu|dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen golau|gwisg
	🕴🏼;dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen canolig-golau;arlliw croen canolig-golau|busnes|dyn|dyn mewn gwisg fusnes yn ymddyrchafu|dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen canolig-golau|gwisg
	🕴🏽;dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen canolog;arlliw croen canolog|busnes|dyn|dyn mewn gwisg fusnes yn ymddyrchafu|dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen canolog|gwisg
	🕴🏾;dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|busnes|dyn|dyn mewn gwisg fusnes yn ymddyrchafu|dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen canolig-tywyll|gwisg
	🕴🏿;dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen tywyll;arlliw croen tywyll|busnes|dyn|dyn mewn gwisg fusnes yn ymddyrchafu|dyn mewn gwisg fusnes yn ymddyrchafu: arlliw croen tywyll|gwisg
👯;pobl mewn parti;clust|dawnsiwr|menyw|merch|pobl mewn parti
👯‍♂️;dyn mewn parti;dawnsiwr|dyn|dyn mewn parti|dynion|parti
👯‍♀️;menyw mewn parti;dawnsiwr|menyw|menyw mewn parti|menywod|parti
🧖;person mewn ystafell llawn stêm;person mewn ystafell llawn stêm|sawna|ystafell stêm
	🧖🏻;person mewn ystafell llawn stêm: arlliw croen golau;arlliw croen golau|person mewn ystafell llawn stêm|person mewn ystafell llawn stêm: arlliw croen golau|sawna|ystafell stêm
	🧖🏼;person mewn ystafell llawn stêm: arlliw croen canolig-golau;arlliw croen canolig-golau|person mewn ystafell llawn stêm|person mewn ystafell llawn stêm: arlliw croen canolig-golau|sawna|ystafell stêm
	🧖🏽;person mewn ystafell llawn stêm: arlliw croen canolog;arlliw croen canolog|person mewn ystafell llawn stêm|person mewn ystafell llawn stêm: arlliw croen canolog|sawna|ystafell stêm
	🧖🏾;person mewn ystafell llawn stêm: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|person mewn ystafell llawn stêm|person mewn ystafell llawn stêm: arlliw croen canolig-tywyll|sawna|ystafell stêm
	🧖🏿;person mewn ystafell llawn stêm: arlliw croen tywyll;arlliw croen tywyll|person mewn ystafell llawn stêm|person mewn ystafell llawn stêm: arlliw croen tywyll|sawna|ystafell stêm
🧖‍♂️;dyn mewn ystafell llawn stêm;dyn mewn ystafell llawn stêm|sawna|ystafell stêm
	🧖🏻‍♂️;dyn mewn ystafell llawn stêm: arlliw croen golau;arlliw croen golau|dyn mewn ystafell llawn stêm|dyn mewn ystafell llawn stêm: arlliw croen golau|sawna|ystafell stêm
	🧖🏼‍♂️;dyn mewn ystafell llawn stêm: arlliw croen canolig-golau;arlliw croen canolig-golau|dyn mewn ystafell llawn stêm|dyn mewn ystafell llawn stêm: arlliw croen canolig-golau|sawna|ystafell stêm
	🧖🏽‍♂️;dyn mewn ystafell llawn stêm: arlliw croen canolog;arlliw croen canolog|dyn mewn ystafell llawn stêm|dyn mewn ystafell llawn stêm: arlliw croen canolog|sawna|ystafell stêm
	🧖🏾‍♂️;dyn mewn ystafell llawn stêm: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dyn mewn ystafell llawn stêm|dyn mewn ystafell llawn stêm: arlliw croen canolig-tywyll|sawna|ystafell stêm
	🧖🏿‍♂️;dyn mewn ystafell llawn stêm: arlliw croen tywyll;arlliw croen tywyll|dyn mewn ystafell llawn stêm|dyn mewn ystafell llawn stêm: arlliw croen tywyll|sawna|ystafell stêm
🧖‍♀️;menyw mewn ystafell llawn stêm;menyw mewn ystafell llawn stêm|sawna|ystafell stêm
