# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;fytyrë e zgërdheshur;fytyrë|fytyrë e zgërdheshur|zgërdheshje|zgërdhihem
	💆🏾‍♂️;burrë që i bëhet masazh fytyre: nuancë lëkure gjysmë e errët;burrë|burrë që i bëhet masazh fytyre|burrë që i bëhet masazh fytyre: nuancë lëkure gjysmë e errët|fytyrë|masazh|nuancë lëkure gjysmë e errët
	💆🏿‍♂️;burrë që i bëhet masazh fytyre: nuancë lëkure e errët;burrë|burrë që i bëhet masazh fytyre|burrë që i bëhet masazh fytyre: nuancë lëkure e errët|fytyrë|masazh|nuancë lëkure e errët
💆‍♀️;grua që i bëhet masazh fytyre;fytyrë|grua|grua që i bëhet masazh fytyre|masazh
	💆🏻‍♀️;grua që i bëhet masazh fytyre: nuancë lëkure e çelët;fytyrë|grua|grua që i bëhet masazh fytyre|grua që i bëhet masazh fytyre: nuancë lëkure e çelët|masazh|nuancë lëkure e çelët
	💆🏼‍♀️;grua që i bëhet masazh fytyre: nuancë lëkure gjysmë e çelët;fytyrë|grua|grua që i bëhet masazh fytyre|grua që i bëhet masazh fytyre: nuancë lëkure gjysmë e çelët|masazh|nuancë lëkure gjysmë e çelët
	💆🏽‍♀️;grua që i bëhet masazh fytyre: nuancë lëkure zeshkane;fytyrë|grua|grua që i bëhet masazh fytyre|grua që i bëhet masazh fytyre: nuancë lëkure zeshkane|masazh|nuancë lëkure zeshkane
	💆🏾‍♀️;grua që i bëhet masazh fytyre: nuancë lëkure gjysmë e errët;fytyrë|grua|grua që i bëhet masazh fytyre|grua që i bëhet masazh fytyre: nuancë lëkure gjysmë e errët|masazh|nuancë lëkure gjysmë e errët
	💆🏿‍♀️;grua që i bëhet masazh fytyre: nuancë lëkure e errët;fytyrë|grua|grua që i bëhet masazh fytyre|grua që i bëhet masazh fytyre: nuancë lëkure e errët|masazh|nuancë lëkure e errët
💇;prerje flokësh;berber|bukuri|prerje flokësh|sallon
	💇🏻;prerje flokësh: nuancë lëkure e çelët;berber|bukuri|nuancë lëkure e çelët|prerje flokësh|prerje flokësh: nuancë lëkure e çelët|sallon
	💇🏼;prerje flokësh: nuancë lëkure gjysmë e çelët;berber|bukuri|nuancë lëkure gjysmë e çelët|prerje flokësh|prerje flokësh: nuancë lëkure gjysmë e çelët|sallon
	💇🏽;prerje flokësh: nuancë lëkure zeshkane;berber|bukuri|nuancë lëkure zeshkane|prerje flokësh|prerje flokësh: nuancë lëkure zeshkane|sallon
	💇🏾;prerje flokësh: nuancë lëkure gjysmë e errët;berber|bukuri|nuancë lëkure gjysmë e errët|prerje flokësh|prerje flokësh: nuancë lëkure gjysmë e errët|sallon
	💇🏿;prerje flokësh: nuancë lëkure e errët;berber|bukuri|nuancë lëkure e errët|prerje flokësh|prerje flokësh: nuancë lëkure e errët|sallon
💇‍♂️;burrë që i priten flokët;burrë|burrë që i priten flokët|prerje flokësh
	💇🏻‍♂️;burrë që i priten flokët: nuancë lëkure e çelët;burrë|burrë që i priten flokët|burrë që i priten flokët: nuancë lëkure e çelët|nuancë lëkure e çelët|prerje flokësh
	💇🏼‍♂️;burrë që i priten flokët: nuancë lëkure gjysmë e çelët;burrë|burrë që i priten flokët|burrë që i priten flokët: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|prerje flokësh
	💇🏽‍♂️;burrë që i priten flokët: nuancë lëkure zeshkane;burrë|burrë që i priten flokët|burrë që i priten flokët: nuancë lëkure zeshkane|nuancë lëkure zeshkane|prerje flokësh
	💇🏾‍♂️;burrë që i priten flokët: nuancë lëkure gjysmë e errët;burrë|burrë që i priten flokët|burrë që i priten flokët: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|prerje flokësh
	💇🏿‍♂️;burrë që i priten flokët: nuancë lëkure e errët;burrë|burrë që i priten flokët|burrë që i priten flokët: nuancë lëkure e errët|nuancë lëkure e errët|prerje flokësh
💇‍♀️;grua që i priten flokët;grua|grua që i priten flokët|prerje flokësh
	💇🏻‍♀️;grua që i priten flokët: nuancë lëkure e çelët;grua|grua që i priten flokët|grua që i priten flokët: nuancë lëkure e çelët|nuancë lëkure e çelët|prerje flokësh
	💇🏼‍♀️;grua që i priten flokët: nuancë lëkure gjysmë e çelët;grua|grua që i priten flokët|grua që i priten flokët: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|prerje flokësh
	💇🏽‍♀️;grua që i priten flokët: nuancë lëkure zeshkane;grua|grua që i priten flokët|grua që i priten flokët: nuancë lëkure zeshkane|nuancë lëkure zeshkane|prerje flokësh
	💇🏾‍♀️;grua që i priten flokët: nuancë lëkure gjysmë e errët;grua|grua që i priten flokët|grua që i priten flokët: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|prerje flokësh
	💇🏿‍♀️;grua që i priten flokët: nuancë lëkure e errët;grua|grua që i priten flokët|grua që i priten flokët: nuancë lëkure e errët|nuancë lëkure e errët|prerje flokësh
🚶;këmbësor;ec|ecje|ekskursion|këmbësor|shëtitje
	🚶🏻;këmbësor: nuancë lëkure e çelët;ec|ecje|ekskursion|këmbësor|këmbësor: nuancë lëkure e çelët|nuancë lëkure e çelët|shëtitje
	🚶🏼;këmbësor: nuancë lëkure gjysmë e çelët;ec|ecje|ekskursion|këmbësor|këmbësor: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|shëtitje
	🚶🏽;këmbësor: nuancë lëkure zeshkane;ec|ecje|ekskursion|këmbësor|këmbësor: nuancë lëkure zeshkane|nuancë lëkure zeshkane|shëtitje
	🚶🏾;këmbësor: nuancë lëkure gjysmë e errët;ec|ecje|ekskursion|këmbësor|këmbësor: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|shëtitje
	🚶🏿;këmbësor: nuancë lëkure e errët;ec|ecje|ekskursion|këmbësor|këmbësor: nuancë lëkure e errët|nuancë lëkure e errët|shëtitje
🚶‍♂️;burrë që ecën;burrë|burrë që ecën|ecje|ngjitje
	🚶🏻‍♂️;burrë që ecën: nuancë lëkure e çelët;burrë|burrë që ecën|burrë që ecën: nuancë lëkure e çelët|ecje|ngjitje|nuancë lëkure e çelët
	🚶🏼‍♂️;burrë që ecën: nuancë lëkure gjysmë e çelët;burrë|burrë që ecën|burrë që ecën: nuancë lëkure gjysmë e çelët|ecje|ngjitje|nuancë lëkure gjysmë e çelët
	🚶🏽‍♂️;burrë që ecën: nuancë lëkure zeshkane;burrë|burrë që ecën|burrë që ecën: nuancë lëkure zeshkane|ecje|ngjitje|nuancë lëkure zeshkane
	🚶🏾‍♂️;burrë që ecën: nuancë lëkure gjysmë e errët;burrë|burrë që ecën|burrë që ecën: nuancë lëkure gjysmë e errët|ecje|ngjitje|nuancë lëkure gjysmë e errët
	🚶🏿‍♂️;burrë që ecën: nuancë lëkure e errët;burrë|burrë që ecën|burrë që ecën: nuancë lëkure e errët|ecje|ngjitje|nuancë lëkure e errët
🚶‍♀️;grua që ecën;ecje|grua|grua që ecën|ngjitje
	🚶🏻‍♀️;grua që ecën: nuancë lëkure e çelët;ecje|grua|grua që ecën|grua që ecën: nuancë lëkure e çelët|ngjitje|nuancë lëkure e çelët
	🚶🏼‍♀️;grua që ecën: nuancë lëkure gjysmë e çelët;ecje|grua|grua që ecën|grua që ecën: nuancë lëkure gjysmë e çelët|ngjitje|nuancë lëkure gjysmë e çelët
	🚶🏽‍♀️;grua që ecën: nuancë lëkure zeshkane;ecje|grua|grua që ecën|grua që ecën: nuancë lëkure zeshkane|ngjitje|nuancë lëkure zeshkane
	🚶🏾‍♀️;grua që ecën: nuancë lëkure gjysmë e errët;ecje|grua|grua që ecën|grua që ecën: nuancë lëkure gjysmë e errët|ngjitje|nuancë lëkure gjysmë e errët
	🚶🏿‍♀️;grua që ecën: nuancë lëkure e errët;ecje|grua|grua që ecën|grua që ecën: nuancë lëkure e errët|ngjitje|nuancë lëkure e errët
🚶‍➡️;këmbësor me drejtim djathtas;ec|ecje|ekskursion|këmbësor|këmbësor me drejtim djathtas|shëtitje
	🚶🏻‍➡️;këmbësor me drejtim djathtas;ec|ecje|ekskursion|këmbësor|këmbësor me drejtim djathtas|shëtitje
	🚶🏼‍➡️;këmbësor me drejtim djathtas;ec|ecje|ekskursion|këmbësor|këmbësor me drejtim djathtas|shëtitje
	🚶🏽‍➡️;këmbësor me drejtim djathtas;ec|ecje|ekskursion|këmbësor|këmbësor me drejtim djathtas|shëtitje
	🚶🏾‍➡️;këmbësor me drejtim djathtas;ec|ecje|ekskursion|këmbësor|këmbësor me drejtim djathtas|shëtitje
	🚶🏿‍➡️;këmbësor me drejtim djathtas;ec|ecje|ekskursion|këmbësor|këmbësor me drejtim djathtas|shëtitje
🚶‍♀️‍➡️;grua që ecën me drejtim djathtas;ecje|grua|grua që ecën|grua që ecën me drejtim djathtas|ngjitje
	🚶🏻‍♀️‍➡️;grua që ecën me drejtim djathtas;ecje|grua|grua që ecën|grua që ecën me drejtim djathtas|ngjitje
	🚶🏼‍♀️‍➡️;grua që ecën me drejtim djathtas;ecje|grua|grua që ecën|grua që ecën me drejtim djathtas|ngjitje
	🚶🏽‍♀️‍➡️;grua që ecën me drejtim djathtas;ecje|grua|grua që ecën|grua që ecën me drejtim djathtas|ngjitje
	🚶🏾‍♀️‍➡️;grua që ecën me drejtim djathtas;ecje|grua|grua që ecën|grua që ecën me drejtim djathtas|ngjitje
	🚶🏿‍♀️‍➡️;grua që ecën me drejtim djathtas;ecje|grua|grua që ecën|grua që ecën me drejtim djathtas|ngjitje
🚶‍♂️‍➡️;burrë që ecën me drejtim djathtas;burrë|burrë që ecën|burrë që ecën me drejtim djathtas|ecje|ngjitje
	🚶🏻‍♂️‍➡️;burrë që ecën me drejtim djathtas;burrë|burrë që ecën|burrë që ecën me drejtim djathtas|ecje|ngjitje
	🚶🏼‍♂️‍➡️;burrë që ecën me drejtim djathtas;burrë|burrë që ecën|burrë që ecën me drejtim djathtas|ecje|ngjitje
	🚶🏽‍♂️‍➡️;burrë që ecën me drejtim djathtas;burrë|burrë që ecën|burrë që ecën me drejtim djathtas|ecje|ngjitje
	🚶🏾‍♂️‍➡️;burrë që ecën me drejtim djathtas;burrë|burrë që ecën|burrë që ecën me drejtim djathtas|ecje|ngjitje
	🚶🏿‍♂️‍➡️;burrë që ecën me drejtim djathtas;burrë|burrë që ecën|burrë që ecën me drejtim djathtas|ecje|ngjitje
🧍;person në këmbë;në këmbë|person në këmbë|qëndrim
	🧍🏻;person në këmbë: nuancë lëkure e çelët;në këmbë|nuancë lëkure e çelët|person në këmbë|person në këmbë: nuancë lëkure e çelët|qëndrim
	🧍🏼;person në këmbë: nuancë lëkure gjysmë e çelët;në këmbë|nuancë lëkure gjysmë e çelët|person në këmbë|person në këmbë: nuancë lëkure gjysmë e çelët|qëndrim
	🧍🏽;person në këmbë: nuancë lëkure zeshkane;në këmbë|nuancë lëkure zeshkane|person në këmbë|person në këmbë: nuancë lëkure zeshkane|qëndrim
	🧍🏾;person në këmbë: nuancë lëkure gjysmë e errët;në këmbë|nuancë lëkure gjysmë e errët|person në këmbë|person në këmbë: nuancë lëkure gjysmë e errët|qëndrim
	🧍🏿;person në këmbë: nuancë lëkure e errët;në këmbë|nuancë lëkure e errët|person në këmbë|person në këmbë: nuancë lëkure e errët|qëndrim
🧍‍♂️;burrë në këmbë;burrë|burrë në këmbë|në këmbë
	🧍🏻‍♂️;burrë në këmbë: nuancë lëkure e çelët;burrë|burrë në këmbë|burrë në këmbë: nuancë lëkure e çelët|në këmbë|nuancë lëkure e çelët
	🧍🏼‍♂️;burrë në këmbë: nuancë lëkure gjysmë e çelët;burrë|burrë në këmbë|burrë në këmbë: nuancë lëkure gjysmë e çelët|në këmbë|nuancë lëkure gjysmë e çelët
	🧍🏽‍♂️;burrë në këmbë: nuancë lëkure zeshkane;burrë|burrë në këmbë|burrë në këmbë: nuancë lëkure zeshkane|në këmbë|nuancë lëkure zeshkane
	🧍🏾‍♂️;burrë në këmbë: nuancë lëkure gjysmë e errët;burrë|burrë në këmbë|burrë në këmbë: nuancë lëkure gjysmë e errët|në këmbë|nuancë lëkure gjysmë e errët
	🧍🏿‍♂️;burrë në këmbë: nuancë lëkure e errët;burrë|burrë në këmbë|burrë në këmbë: nuancë lëkure e errët|në këmbë|nuancë lëkure e errët
🧍‍♀️;grua në këmbë;grua|grua në këmbë|në këmbë
	🧍🏻‍♀️;grua në këmbë: nuancë lëkure e çelët;grua|grua në këmbë|grua në këmbë: nuancë lëkure e çelët|në këmbë|nuancë lëkure e çelët
	🧍🏼‍♀️;grua në këmbë: nuancë lëkure gjysmë e çelët;grua|grua në këmbë|grua në këmbë: nuancë lëkure gjysmë e çelët|në këmbë|nuancë lëkure gjysmë e çelët
	🧍🏽‍♀️;grua në këmbë: nuancë lëkure zeshkane;grua|grua në këmbë|grua në këmbë: nuancë lëkure zeshkane|në këmbë|nuancë lëkure zeshkane
	🧍🏾‍♀️;grua në këmbë: nuancë lëkure gjysmë e errët;grua|grua në këmbë|grua në këmbë: nuancë lëkure gjysmë e errët|në këmbë|nuancë lëkure gjysmë e errët
	🧍🏿‍♀️;grua në këmbë: nuancë lëkure e errët;grua|grua në këmbë|grua në këmbë: nuancë lëkure e errët|në këmbë|nuancë lëkure e errët
🧎;person në gjunjë;gjunjë|gjunjëzim|person në gjunjë
	🧎🏻;person në gjunjë: nuancë lëkure e çelët;gjunjë|gjunjëzim|nuancë lëkure e çelët|person në gjunjë|person në gjunjë: nuancë lëkure e çelët
	🧎🏼;person në gjunjë: nuancë lëkure gjysmë e çelët;gjunjë|gjunjëzim|nuancë lëkure gjysmë e çelët|person në gjunjë|person në gjunjë: nuancë lëkure gjysmë e çelët
	🧎🏽;person në gjunjë: nuancë lëkure zeshkane;gjunjë|gjunjëzim|nuancë lëkure zeshkane|person në gjunjë|person në gjunjë: nuancë lëkure zeshkane
	🧎🏾;person në gjunjë: nuancë lëkure gjysmë e errët;gjunjë|gjunjëzim|nuancë lëkure gjysmë e errët|person në gjunjë|person në gjunjë: nuancë lëkure gjysmë e errët
	🧎🏿;person në gjunjë: nuancë lëkure e errët;gjunjë|gjunjëzim|nuancë lëkure e errët|person në gjunjë|person në gjunjë: nuancë lëkure e errët
🧎‍♂️;burrë në gjunjë;burrë|burrë në gjunjë|gjunjëzim
	🧎🏻‍♂️;burrë në gjunjë: nuancë lëkure e çelët;burrë|burrë në gjunjë|burrë në gjunjë: nuancë lëkure e çelët|gjunjëzim|nuancë lëkure e çelët
	🧎🏼‍♂️;burrë në gjunjë: nuancë lëkure gjysmë e çelët;burrë|burrë në gjunjë|burrë në gjunjë: nuancë lëkure gjysmë e çelët|gjunjëzim|nuancë lëkure gjysmë e çelët
	🧎🏽‍♂️;burrë në gjunjë: nuancë lëkure zeshkane;burrë|burrë në gjunjë|burrë në gjunjë: nuancë lëkure zeshkane|gjunjëzim|nuancë lëkure zeshkane
	🧎🏾‍♂️;burrë në gjunjë: nuancë lëkure gjysmë e errët;burrë|burrë në gjunjë|burrë në gjunjë: nuancë lëkure gjysmë e errët|gjunjëzim|nuancë lëkure gjysmë e errët
	🧎🏿‍♂️;burrë në gjunjë: nuancë lëkure e errët;burrë|burrë në gjunjë|burrë në gjunjë: nuancë lëkure e errët|gjunjëzim|nuancë lëkure e errët
🧎‍♀️;grua në gjunjë;gjunjëzim|grua|grua në gjunjë
	🧎🏻‍♀️;grua në gjunjë: nuancë lëkure e çelët;gjunjëzim|grua|grua në gjunjë|grua në gjunjë: nuancë lëkure e çelët|nuancë lëkure e çelët
	🧎🏼‍♀️;grua në gjunjë: nuancë lëkure gjysmë e çelët;gjunjëzim|grua|grua në gjunjë|grua në gjunjë: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët
	🧎🏽‍♀️;grua në gjunjë: nuancë lëkure zeshkane;gjunjëzim|grua|grua në gjunjë|grua në gjunjë: nuancë lëkure zeshkane|nuancë lëkure zeshkane
	🧎🏾‍♀️;grua në gjunjë: nuancë lëkure gjysmë e errët;gjunjëzim|grua|grua në gjunjë|grua në gjunjë: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët
	🧎🏿‍♀️;grua në gjunjë: nuancë lëkure e errët;gjunjëzim|grua|grua në gjunjë|grua në gjunjë: nuancë lëkure e errët|nuancë lëkure e errët
🧎‍➡️;person në gjunjë me drejtim djathtas;gjunjë|gjunjëzim|person në gjunjë|person në gjunjë me drejtim djathtas
	🧎🏻‍➡️;person në gjunjë me drejtim djathtas;gjunjë|gjunjëzim|person në gjunjë|person në gjunjë me drejtim djathtas
	🧎🏼‍➡️;person në gjunjë me drejtim djathtas;gjunjë|gjunjëzim|person në gjunjë|person në gjunjë me drejtim djathtas
	🧎🏽‍➡️;person në gjunjë me drejtim djathtas;gjunjë|gjunjëzim|person në gjunjë|person në gjunjë me drejtim djathtas
	🧎🏾‍➡️;person në gjunjë me drejtim djathtas;gjunjë|gjunjëzim|person në gjunjë|person në gjunjë me drejtim djathtas
	🧎🏿‍➡️;person në gjunjë me drejtim djathtas;gjunjë|gjunjëzim|person në gjunjë|person në gjunjë me drejtim djathtas
🧎‍♀️‍➡️;grua në gjunjë me drejtim djathtas;gjunjëzim|grua|grua në gjunjë|grua në gjunjë me drejtim djathtas
	🧎🏻‍♀️‍➡️;grua në gjunjë me drejtim djathtas;gjunjëzim|grua|grua në gjunjë|grua në gjunjë me drejtim djathtas
	🧎🏼‍♀️‍➡️;grua në gjunjë me drejtim djathtas;gjunjëzim|grua|grua në gjunjë|grua në gjunjë me drejtim djathtas
	🧎🏽‍♀️‍➡️;grua në gjunjë me drejtim djathtas;gjunjëzim|grua|grua në gjunjë|grua në gjunjë me drejtim djathtas
	🧎🏾‍♀️‍➡️;grua në gjunjë me drejtim djathtas;gjunjëzim|grua|grua në gjunjë|grua në gjunjë me drejtim djathtas
	🧎🏿‍♀️‍➡️;grua në gjunjë me drejtim djathtas;gjunjëzim|grua|grua në gjunjë|grua në gjunjë me drejtim djathtas
🧎‍♂️‍➡️;burrë në gjunjë me drejtim djathtas;burrë|burrë në gjunjë|burrë në gjunjë me drejtim djathtas|gjunjëzim
	🧎🏻‍♂️‍➡️;burrë në gjunjë me drejtim djathtas;burrë|burrë në gjunjë|burrë në gjunjë me drejtim djathtas|gjunjëzim
	🧎🏼‍♂️‍➡️;burrë në gjunjë me drejtim djathtas;burrë|burrë në gjunjë|burrë në gjunjë me drejtim djathtas|gjunjëzim
	🧎🏽‍♂️‍➡️;burrë në gjunjë me drejtim djathtas;burrë|burrë në gjunjë|burrë në gjunjë me drejtim djathtas|gjunjëzim
	🧎🏾‍♂️‍➡️;burrë në gjunjë me drejtim djathtas;burrë|burrë në gjunjë|burrë në gjunjë me drejtim djathtas|gjunjëzim
	🧎🏿‍♂️‍➡️;burrë në gjunjë me drejtim djathtas;burrë|burrë në gjunjë|burrë në gjunjë me drejtim djathtas|gjunjëzim
🧑‍🦯;person me shkop gjurmimi;i verbër|person me shkop gjurmimi|qasshmëri
	🧑🏻‍🦯;person me shkop gjurmimi: nuancë lëkure e çelët;i verbër|nuancë lëkure e çelët|person me shkop gjurmimi|person me shkop gjurmimi: nuancë lëkure e çelët|qasshmëri
	🧑🏼‍🦯;person me shkop gjurmimi: nuancë lëkure gjysmë e çelët;i verbër|nuancë lëkure gjysmë e çelët|person me shkop gjurmimi|person me shkop gjurmimi: nuancë lëkure gjysmë e çelët|qasshmëri
	🧑🏽‍🦯;person me shkop gjurmimi: nuancë lëkure zeshkane;i verbër|nuancë lëkure zeshkane|person me shkop gjurmimi|person me shkop gjurmimi: nuancë lëkure zeshkane|qasshmëri
	🧑🏾‍🦯;person me shkop gjurmimi: nuancë lëkure gjysmë e errët;i verbër|nuancë lëkure gjysmë e errët|person me shkop gjurmimi|person me shkop gjurmimi: nuancë lëkure gjysmë e errët|qasshmëri
	🧑🏿‍🦯;person me shkop gjurmimi: nuancë lëkure e errët;i verbër|nuancë lëkure e errët|person me shkop gjurmimi|person me shkop gjurmimi: nuancë lëkure e errët|qasshmëri
🧑‍🦯‍➡️;person me shkop gjurmimi me drejtim djathtas;i verbër|person me shkop gjurmimi|person me shkop gjurmimi me drejtim djathtas|qasshmëri
	🧑🏻‍🦯‍➡️;person me shkop gjurmimi me drejtim djathtas;i verbër|person me shkop gjurmimi|person me shkop gjurmimi me drejtim djathtas|qasshmëri
	🧑🏼‍🦯‍➡️;person me shkop gjurmimi me drejtim djathtas;i verbër|person me shkop gjurmimi|person me shkop gjurmimi me drejtim djathtas|qasshmëri
	🧑🏽‍🦯‍➡️;person me shkop gjurmimi me drejtim djathtas;i verbër|person me shkop gjurmimi|person me shkop gjurmimi me drejtim djathtas|qasshmëri
	🧑🏾‍🦯‍➡️;person me shkop gjurmimi me drejtim djathtas;i verbër|person me shkop gjurmimi|person me shkop gjurmimi me drejtim djathtas|qasshmëri
	🧑🏿‍🦯‍➡️;person me shkop gjurmimi me drejtim djathtas;i verbër|person me shkop gjurmimi|person me shkop gjurmimi me drejtim djathtas|qasshmëri
👨‍🦯;burrë me shkop gjurmimi;burrë|burrë me shkop gjurmimi|i verbër|qasshmëri
	👨🏻‍🦯;burrë me shkop gjurmimi: nuancë lëkure e çelët;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi: nuancë lëkure e çelët|i verbër|nuancë lëkure e çelët|qasshmëri
	👨🏼‍🦯;burrë me shkop gjurmimi: nuancë lëkure gjysmë e çelët;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi: nuancë lëkure gjysmë e çelët|i verbër|nuancë lëkure gjysmë e çelët|qasshmëri
	👨🏽‍🦯;burrë me shkop gjurmimi: nuancë lëkure zeshkane;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi: nuancë lëkure zeshkane|i verbër|nuancë lëkure zeshkane|qasshmëri
	👨🏾‍🦯;burrë me shkop gjurmimi: nuancë lëkure gjysmë e errët;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi: nuancë lëkure gjysmë e errët|i verbër|nuancë lëkure gjysmë e errët|qasshmëri
	👨🏿‍🦯;burrë me shkop gjurmimi: nuancë lëkure e errët;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi: nuancë lëkure e errët|i verbër|nuancë lëkure e errët|qasshmëri
👨‍🦯‍➡️;burrë me shkop gjurmimi me drejtim djathtas;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi me drejtim djathtas|i verbër|qasshmëri
	👨🏻‍🦯‍➡️;burrë me shkop gjurmimi me drejtim djathtas;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi me drejtim djathtas|i verbër|qasshmëri
	👨🏼‍🦯‍➡️;burrë me shkop gjurmimi me drejtim djathtas;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi me drejtim djathtas|i verbër|qasshmëri
	👨🏽‍🦯‍➡️;burrë me shkop gjurmimi me drejtim djathtas;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi me drejtim djathtas|i verbër|qasshmëri
	👨🏾‍🦯‍➡️;burrë me shkop gjurmimi me drejtim djathtas;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi me drejtim djathtas|i verbër|qasshmëri
	👨🏿‍🦯‍➡️;burrë me shkop gjurmimi me drejtim djathtas;burrë|burrë me shkop gjurmimi|burrë me shkop gjurmimi me drejtim djathtas|i verbër|qasshmëri
👩‍🦯;grua me shkop gjurmimi;e verbër|grua|grua me shkop gjurmimi|qasshmëri
	👩🏻‍🦯;grua me shkop gjurmimi: nuancë lëkure e çelët;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi: nuancë lëkure e çelët|nuancë lëkure e çelët|qasshmëri
	👩🏼‍🦯;grua me shkop gjurmimi: nuancë lëkure gjysmë e çelët;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|qasshmëri
	👩🏽‍🦯;grua me shkop gjurmimi: nuancë lëkure zeshkane;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi: nuancë lëkure zeshkane|nuancë lëkure zeshkane|qasshmëri
	👩🏾‍🦯;grua me shkop gjurmimi: nuancë lëkure gjysmë e errët;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|qasshmëri
	👩🏿‍🦯;grua me shkop gjurmimi: nuancë lëkure e errët;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi: nuancë lëkure e errët|nuancë lëkure e errët|qasshmëri
👩‍🦯‍➡️;grua me shkop gjurmimi me drejtim djathtas;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi me drejtim djathtas|qasshmëri
	👩🏻‍🦯‍➡️;grua me shkop gjurmimi me drejtim djathtas;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi me drejtim djathtas|qasshmëri
	👩🏼‍🦯‍➡️;grua me shkop gjurmimi me drejtim djathtas;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi me drejtim djathtas|qasshmëri
	👩🏽‍🦯‍➡️;grua me shkop gjurmimi me drejtim djathtas;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi me drejtim djathtas|qasshmëri
	👩🏾‍🦯‍➡️;grua me shkop gjurmimi me drejtim djathtas;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi me drejtim djathtas|qasshmëri
	👩🏿‍🦯‍➡️;grua me shkop gjurmimi me drejtim djathtas;e verbër|grua|grua me shkop gjurmimi|grua me shkop gjurmimi me drejtim djathtas|qasshmëri
🧑‍🦼;person në karrocë të motorizuar invalidi;karrocë invalidi|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|qasshmëri
	🧑🏻‍🦼;person në karrocë të motorizuar invalidi: nuancë lëkure e çelët;karrocë invalidi|nuancë lëkure e çelët|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi: nuancë lëkure e çelët|qasshmëri
	🧑🏼‍🦼;person në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e çelët;karrocë invalidi|nuancë lëkure gjysmë e çelët|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e çelët|qasshmëri
	🧑🏽‍🦼;person në karrocë të motorizuar invalidi: nuancë lëkure zeshkane;karrocë invalidi|nuancë lëkure zeshkane|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi: nuancë lëkure zeshkane|qasshmëri
	🧑🏾‍🦼;person në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e errët;karrocë invalidi|nuancë lëkure gjysmë e errët|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e errët|qasshmëri
	🧑🏿‍🦼;person në karrocë të motorizuar invalidi: nuancë lëkure e errët;karrocë invalidi|nuancë lëkure e errët|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi: nuancë lëkure e errët|qasshmëri
🧑‍🦼‍➡️;person në karrocë të motorizuar invalidi me drejtim djathtas;karrocë invalidi|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi me drejtim djathtas|qasshmëri
	🧑🏻‍🦼‍➡️;person në karrocë të motorizuar invalidi me drejtim djathtas;karrocë invalidi|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi me drejtim djathtas|qasshmëri
