# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;se zubjece woblico;luštne|se zubjece woblico|woblico|wótcynjona guba
🧎‍♂️;kólenkujucy muski;klěknuś se|kólenkowaś|kólenkujucy muski|muski
	🧎🏻‍♂️;kólenkujucy muski: swětła barwa kóže;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski: swětła barwa kóže|muski|swětła barwa kóže
	🧎🏼‍♂️;kólenkujucy muski: srjejźnoswětła barwa kóže;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski: srjejźnoswětła barwa kóže|muski|srjejźnoswětła barwa kóže
	🧎🏽‍♂️;kólenkujucy muski: wósrědna barwa kóže;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski: wósrědna barwa kóže|muski|wósrědna barwa kóže
	🧎🏾‍♂️;kólenkujucy muski: srjejźnośamna barwa kóže;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski: srjejźnośamna barwa kóže|muski|srjejźnośamna barwa kóže
	🧎🏿‍♂️;kólenkujucy muski: śamna barwa kóže;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski: śamna barwa kóže|muski|śamna barwa kóže
🧎‍♀️;kólenkujuca žeńska;kólenkowaś|kólenkujuca žeńska|se klěknuś|žeńska
	🧎🏻‍♀️;kólenkujuca žeńska: swětła barwa kóže;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska: swětła barwa kóže|se klěknuś|swětła barwa kóže|žeńska
	🧎🏼‍♀️;kólenkujuca žeńska: srjejźnoswětła barwa kóže;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska: srjejźnoswětła barwa kóže|se klěknuś|srjejźnoswětła barwa kóže|žeńska
	🧎🏽‍♀️;kólenkujuca žeńska: wósrědna barwa kóže;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska: wósrědna barwa kóže|se klěknuś|wósrědna barwa kóže|žeńska
	🧎🏾‍♀️;kólenkujuca žeńska: srjejźnośamna barwa kóže;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska: srjejźnośamna barwa kóže|se klěknuś|srjejźnośamna barwa kóže|žeńska
	🧎🏿‍♀️;kólenkujuca žeńska: śamna barwa kóže;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska: śamna barwa kóže|śamna barwa kóže|se klěknuś|žeńska
🧎‍➡️;kólenkujuca wósoba napšawo;klěknuś se|kólenkowaś|kólenkujuca wósoba|kólenkujuca wósoba napšawo
	🧎🏻‍➡️;kólenkujuca wósoba napšawo;klěknuś se|kólenkowaś|kólenkujuca wósoba|kólenkujuca wósoba napšawo
	🧎🏼‍➡️;kólenkujuca wósoba napšawo;klěknuś se|kólenkowaś|kólenkujuca wósoba|kólenkujuca wósoba napšawo
	🧎🏽‍➡️;kólenkujuca wósoba napšawo;klěknuś se|kólenkowaś|kólenkujuca wósoba|kólenkujuca wósoba napšawo
	🧎🏾‍➡️;kólenkujuca wósoba napšawo;klěknuś se|kólenkowaś|kólenkujuca wósoba|kólenkujuca wósoba napšawo
	🧎🏿‍➡️;kólenkujuca wósoba napšawo;klěknuś se|kólenkowaś|kólenkujuca wósoba|kólenkujuca wósoba napšawo
🧎‍♀️‍➡️;kólenkujuca žeńska napšawo;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska napšawo|se klěknuś|žeńska
	🧎🏻‍♀️‍➡️;kólenkujuca žeńska napšawo;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska napšawo|se klěknuś|žeńska
	🧎🏼‍♀️‍➡️;kólenkujuca žeńska napšawo;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska napšawo|se klěknuś|žeńska
	🧎🏽‍♀️‍➡️;kólenkujuca žeńska napšawo;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska napšawo|se klěknuś|žeńska
	🧎🏾‍♀️‍➡️;kólenkujuca žeńska napšawo;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska napšawo|se klěknuś|žeńska
	🧎🏿‍♀️‍➡️;kólenkujuca žeńska napšawo;kólenkowaś|kólenkujuca žeńska|kólenkujuca žeńska napšawo|se klěknuś|žeńska
🧎‍♂️‍➡️;kólenkujucy muski napšawo;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski napšawo|muski
	🧎🏻‍♂️‍➡️;kólenkujucy muski napšawo;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski napšawo|muski
	🧎🏼‍♂️‍➡️;kólenkujucy muski napšawo;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski napšawo|muski
	🧎🏽‍♂️‍➡️;kólenkujucy muski napšawo;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski napšawo|muski
	🧎🏾‍♂️‍➡️;kólenkujucy muski napšawo;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski napšawo|muski
	🧎🏿‍♂️‍➡️;kólenkujucy muski napšawo;klěknuś se|kólenkowaś|kólenkujucy muski|kólenkujucy muski napšawo|muski
🧑‍🦯;wósoba z kijom za slěpych;bźez barierow|pomocny srědk|slěpy|wósoba z kijom za slěpych|z kijom chójźiś
	🧑🏻‍🦯;wósoba z kijom za slěpych: swětła barwa kóže;bźez barierow|pomocny srědk|slěpy|swětła barwa kóže|wósoba z kijom za slěpych|wósoba z kijom za slěpych: swětła barwa kóže|z kijom chójźiś
	🧑🏼‍🦯;wósoba z kijom za slěpych: srjejźnoswětła barwa kóže;bźez barierow|pomocny srědk|slěpy|srjejźnoswětła barwa kóže|wósoba z kijom za slěpych|wósoba z kijom za slěpych: srjejźnoswětła barwa kóže|z kijom chójźiś
	🧑🏽‍🦯;wósoba z kijom za slěpych: wósrědna barwa kóže;bźez barierow|pomocny srědk|slěpy|wósoba z kijom za slěpych|wósoba z kijom za slěpych: wósrědna barwa kóže|wósrědna barwa kóže|z kijom chójźiś
	🧑🏾‍🦯;wósoba z kijom za slěpych: srjejźnośamna barwa kóže;bźez barierow|pomocny srědk|slěpy|srjejźnośamna barwa kóže|wósoba z kijom za slěpych|wósoba z kijom za slěpych: srjejźnośamna barwa kóže|z kijom chójźiś
	🧑🏿‍🦯;wósoba z kijom za slěpych: śamna barwa kóže;bźez barierow|pomocny srědk|śamna barwa kóže|slěpy|wósoba z kijom za slěpych|wósoba z kijom za slěpych: śamna barwa kóže|z kijom chójźiś
🧑‍🦯‍➡️;wósoba z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpy|wósoba z kijom za slěpych|wósoba z kijom za slěpych napšawo|z kijom chójźiś
	🧑🏻‍🦯‍➡️;wósoba z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpy|wósoba z kijom za slěpych|wósoba z kijom za slěpych napšawo|z kijom chójźiś
	🧑🏼‍🦯‍➡️;wósoba z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpy|wósoba z kijom za slěpych|wósoba z kijom za slěpych napšawo|z kijom chójźiś
	🧑🏽‍🦯‍➡️;wósoba z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpy|wósoba z kijom za slěpych|wósoba z kijom za slěpych napšawo|z kijom chójźiś
	🧑🏾‍🦯‍➡️;wósoba z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpy|wósoba z kijom za slěpych|wósoba z kijom za slěpych napšawo|z kijom chójźiś
	🧑🏿‍🦯‍➡️;wósoba z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpy|wósoba z kijom za slěpych|wósoba z kijom za slěpych napšawo|z kijom chójźiś
👨‍🦯;muski z kijom za slěpych;bźez barierow|muski z kijom za slěpych|pomocny srědk|slěpy|z kijom chójźiś
	👨🏻‍🦯;muski z kijom za slěpych: swětła barwa kóže;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych: swětła barwa kóže|pomocny srědk|slěpy|swětła barwa kóže|z kijom chójźiś
	👨🏼‍🦯;muski z kijom za slěpych: srjejźnoswětła barwa kóže;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych: srjejźnoswětła barwa kóže|pomocny srědk|slěpy|srjejźnoswětła barwa kóže|z kijom chójźiś
	👨🏽‍🦯;muski z kijom za slěpych: wósrědna barwa kóže;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych: wósrědna barwa kóže|pomocny srědk|slěpy|wósrědna barwa kóže|z kijom chójźiś
	👨🏾‍🦯;muski z kijom za slěpych: srjejźnośamna barwa kóže;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych: srjejźnośamna barwa kóže|pomocny srědk|slěpy|srjejźnośamna barwa kóže|z kijom chójźiś
	👨🏿‍🦯;muski z kijom za slěpych: śamna barwa kóže;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych: śamna barwa kóže|pomocny srědk|śamna barwa kóže|slěpy|z kijom chójźiś
👨‍🦯‍➡️;muski z kijom za slěpych napšawo;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych napšawo|pomocny srědk|slěpy|z kijom chójźiś
	👨🏻‍🦯‍➡️;muski z kijom za slěpych napšawo;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych napšawo|pomocny srědk|slěpy|z kijom chójźiś
	👨🏼‍🦯‍➡️;muski z kijom za slěpych napšawo;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych napšawo|pomocny srědk|slěpy|z kijom chójźiś
	👨🏽‍🦯‍➡️;muski z kijom za slěpych napšawo;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych napšawo|pomocny srědk|slěpy|z kijom chójźiś
	👨🏾‍🦯‍➡️;muski z kijom za slěpych napšawo;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych napšawo|pomocny srědk|slěpy|z kijom chójźiś
	👨🏿‍🦯‍➡️;muski z kijom za slěpych napšawo;bźez barierow|muski z kijom za slěpych|muski z kijom za slěpych napšawo|pomocny srědk|slěpy|z kijom chójźiś
👩‍🦯;žeńska z kijom za slěpych;bźez barierow|pomocny srědk|slěpa|z kijom chójźiś|žeńska z kijom za slěpych
	👩🏻‍🦯;žeńska z kijom za slěpych: swětła barwa kóže;bźez barierow|pomocny srědk|slěpa|swětła barwa kóže|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych: swětła barwa kóže
	👩🏼‍🦯;žeńska z kijom za slěpych: srjejźnoswětła barwa kóže;bźez barierow|pomocny srědk|slěpa|srjejźnoswětła barwa kóže|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych: srjejźnoswětła barwa kóže
	👩🏽‍🦯;žeńska z kijom za slěpych: wósrědna barwa kóže;bźez barierow|pomocny srědk|slěpa|wósrědna barwa kóže|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych: wósrědna barwa kóže
	👩🏾‍🦯;žeńska z kijom za slěpych: srjejźnośamna barwa kóže;bźez barierow|pomocny srědk|slěpa|srjejźnośamna barwa kóže|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych: srjejźnośamna barwa kóže
	👩🏿‍🦯;žeńska z kijom za slěpych: śamna barwa kóže;bźez barierow|pomocny srědk|śamna barwa kóže|slěpa|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych: śamna barwa kóže
👩‍🦯‍➡️;žeńska z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpa|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych napšawo
	👩🏻‍🦯‍➡️;žeńska z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpa|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych napšawo
	👩🏼‍🦯‍➡️;žeńska z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpa|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych napšawo
	👩🏽‍🦯‍➡️;žeńska z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpa|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych napšawo
	👩🏾‍🦯‍➡️;žeńska z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpa|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych napšawo
	👩🏿‍🦯‍➡️;žeńska z kijom za slěpych napšawo;bźez barierow|pomocny srědk|slěpa|z kijom chójźiś|žeńska z kijom za slěpych|žeńska z kijom za slěpych napšawo
🧑‍🦼;wósoba w elektriskem jězdnem stole;inwalida|pomocny srědk|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł
	🧑🏻‍🦼;wósoba w elektriskem jězdnem stole: swětła barwa kóže;inwalida|pomocny srědk|swětła barwa kóže|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole: swětła barwa kóže
	🧑🏼‍🦼;wósoba w elektriskem jězdnem stole: srjejźnoswětła barwa kóže;inwalida|pomocny srědk|srjejźnoswětła barwa kóže|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole: srjejźnoswětła barwa kóže
	🧑🏽‍🦼;wósoba w elektriskem jězdnem stole: wósrědna barwa kóže;inwalida|pomocny srědk|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole: wósrědna barwa kóže|wósrědna barwa kóže
	🧑🏾‍🦼;wósoba w elektriskem jězdnem stole: srjejźnośamna barwa kóže;inwalida|pomocny srědk|srjejźnośamna barwa kóže|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole: srjejźnośamna barwa kóže
	🧑🏿‍🦼;wósoba w elektriskem jězdnem stole: śamna barwa kóže;inwalida|pomocny srědk|śamna barwa kóže|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole: śamna barwa kóže
🧑‍🦼‍➡️;wósoba w elektriskem jězdnem stole napšawo;inwalida|pomocny srědk|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole napšawo
	🧑🏻‍🦼‍➡️;wósoba w elektriskem jězdnem stole napšawo;inwalida|pomocny srědk|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole napšawo
	🧑🏼‍🦼‍➡️;wósoba w elektriskem jězdnem stole napšawo;inwalida|pomocny srědk|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole napšawo
	🧑🏽‍🦼‍➡️;wósoba w elektriskem jězdnem stole napšawo;inwalida|pomocny srědk|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole napšawo
	🧑🏾‍🦼‍➡️;wósoba w elektriskem jězdnem stole napšawo;inwalida|pomocny srědk|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole napšawo
	🧑🏿‍🦼‍➡️;wósoba w elektriskem jězdnem stole napšawo;inwalida|pomocny srědk|wósoba w elektriskem jězdnem stole|wósoba w elektriskem jězdnem stole Ijězdny stoł|wósoba w elektriskem jězdnem stole napšawo
👨‍🦼;muski w elektriskem jězdnem stole;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|pomocny srědk
	👨🏻‍🦼;muski w elektriskem jězdnem stole: swětła barwa kóže;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole: swětła barwa kóže|pomocny srědk|swětła barwa kóže
	👨🏼‍🦼;muski w elektriskem jězdnem stole: srjejźnoswětła barwa kóže;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole: srjejźnoswětła barwa kóže|pomocny srědk|srjejźnoswětła barwa kóže
	👨🏽‍🦼;muski w elektriskem jězdnem stole: wósrědna barwa kóže;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole: wósrědna barwa kóže|pomocny srědk|wósrědna barwa kóže
	👨🏾‍🦼;muski w elektriskem jězdnem stole: srjejźnośamna barwa kóže;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole: srjejźnośamna barwa kóže|pomocny srědk|srjejźnośamna barwa kóže
	👨🏿‍🦼;muski w elektriskem jězdnem stole: śamna barwa kóže;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole: śamna barwa kóže|pomocny srědk|śamna barwa kóže
👨‍🦼‍➡️;muski w elektriskem jězdnem stole napšawo;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole napšawo|pomocny srědk
	👨🏻‍🦼‍➡️;muski w elektriskem jězdnem stole napšawo;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole napšawo|pomocny srědk
	👨🏼‍🦼‍➡️;muski w elektriskem jězdnem stole napšawo;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole napšawo|pomocny srědk
	👨🏽‍🦼‍➡️;muski w elektriskem jězdnem stole napšawo;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole napšawo|pomocny srědk
	👨🏾‍🦼‍➡️;muski w elektriskem jězdnem stole napšawo;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole napšawo|pomocny srědk
	👨🏿‍🦼‍➡️;muski w elektriskem jězdnem stole napšawo;bźezbarierow|inwalidny|muski|muski w elektriskem jězdnem stole|muski w elektriskem jězdnem stole napšawo|pomocny srědk
👩‍🦼;žeńska w elektriskem jězdnem stole;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|žeńska|žeńska w elektriskem jězdnem stole|žeńska w eletriskem jězdnem stole
	👩🏻‍🦼;žeńska w elektriskem jězdnem stole: swětła barwa kóže;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|swětła barwa kóže|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole: swětła barwa kóže|žeńska w eletriskem jězdnem stole
	👩🏼‍🦼;žeńska w elektriskem jězdnem stole: srjejźnoswětła barwa kóže;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|srjejźnoswětła barwa kóže|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole: srjejźnoswětła barwa kóže|žeńska w eletriskem jězdnem stole
	👩🏽‍🦼;žeńska w elektriskem jězdnem stole: wósrědna barwa kóže;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|wósrědna barwa kóže|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole: wósrědna barwa kóže|žeńska w eletriskem jězdnem stole
	👩🏾‍🦼;žeńska w elektriskem jězdnem stole: srjejźnośamna barwa kóže;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|srjejźnośamna barwa kóže|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole: srjejźnośamna barwa kóže|žeńska w eletriskem jězdnem stole
	👩🏿‍🦼;žeńska w elektriskem jězdnem stole: śamna barwa kóže;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|śamna barwa kóže|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole: śamna barwa kóže|žeńska w eletriskem jězdnem stole
👩‍🦼‍➡️;žeńska w elektriskem jězdnem stole napšawo;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole napšawo|žeńska w eletriskem jězdnem stole
	👩🏻‍🦼‍➡️;žeńska w elektriskem jězdnem stole napšawo;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole napšawo|žeńska w eletriskem jězdnem stole
	👩🏼‍🦼‍➡️;žeńska w elektriskem jězdnem stole napšawo;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole napšawo|žeńska w eletriskem jězdnem stole
	👩🏽‍🦼‍➡️;žeńska w elektriskem jězdnem stole napšawo;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole napšawo|žeńska w eletriskem jězdnem stole
	👩🏾‍🦼‍➡️;žeńska w elektriskem jězdnem stole napšawo;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole napšawo|žeńska w eletriskem jězdnem stole
	👩🏿‍🦼‍➡️;žeńska w elektriskem jězdnem stole napšawo;bźez barierow|inwalidnya|jězdny stoł|pomocny srědk|žeńska|žeńska w elektriskem jězdnem stole|žeńska w elektriskem jězdnem stole napšawo|žeńska w eletriskem jězdnem stole
🧑‍🦽;wósoba w jězdnem stole;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|wósoba w jězdnem stole
	🧑🏻‍🦽;wósoba w jězdnem stole: swětła barwa kóže;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|swětła barwa kóže|wósoba w jězdnem stole|wósoba w jězdnem stole: swětła barwa kóže
	🧑🏼‍🦽;wósoba w jězdnem stole: srjejźnoswětła barwa kóže;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|srjejźnoswětła barwa kóže|wósoba w jězdnem stole|wósoba w jězdnem stole: srjejźnoswětła barwa kóže
	🧑🏽‍🦽;wósoba w jězdnem stole: wósrědna barwa kóže;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|wósoba w jězdnem stole|wósoba w jězdnem stole: wósrědna barwa kóže|wósrědna barwa kóže
	🧑🏾‍🦽;wósoba w jězdnem stole: srjejźnośamna barwa kóže;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|srjejźnośamna barwa kóže|wósoba w jězdnem stole|wósoba w jězdnem stole: srjejźnośamna barwa kóže
	🧑🏿‍🦽;wósoba w jězdnem stole: śamna barwa kóže;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|śamna barwa kóže|wósoba w jězdnem stole|wósoba w jězdnem stole: śamna barwa kóže
🧑‍🦽‍➡️;wósoba w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|wósoba w jězdnem stole|wósoba w jězdnem stole napšawo
	🧑🏻‍🦽‍➡️;wósoba w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|wósoba w jězdnem stole|wósoba w jězdnem stole napšawo
	🧑🏼‍🦽‍➡️;wósoba w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|wósoba w jězdnem stole|wósoba w jězdnem stole napšawo
	🧑🏽‍🦽‍➡️;wósoba w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|wósoba w jězdnem stole|wósoba w jězdnem stole napšawo
	🧑🏾‍🦽‍➡️;wósoba w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|wósoba w jězdnem stole|wósoba w jězdnem stole napšawo
	🧑🏿‍🦽‍➡️;wósoba w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|wósoba w jězdnem stole|wósoba w jězdnem stole napšawo
👨‍🦽;muski w jězdnem stole;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|pomocny srědk
	👨🏻‍🦽;muski w jězdnem stole: swětła barwa kóže;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole: swětła barwa kóže|pomocny srědk|swětła barwa kóže
	👨🏼‍🦽;muski w jězdnem stole: srjejźnoswětła barwa kóže;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole: srjejźnoswětła barwa kóže|pomocny srědk|srjejźnoswětła barwa kóže
	👨🏽‍🦽;muski w jězdnem stole: wósrědna barwa kóže;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole: wósrědna barwa kóže|pomocny srědk|wósrědna barwa kóže
	👨🏾‍🦽;muski w jězdnem stole: srjejźnośamna barwa kóže;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole: srjejźnośamna barwa kóže|pomocny srědk|srjejźnośamna barwa kóže
	👨🏿‍🦽;muski w jězdnem stole: śamna barwa kóže;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole: śamna barwa kóže|pomocny srědk|śamna barwa kóže
👨‍🦽‍➡️;muski w jězdnem stole napšawo;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole napšawo|pomocny srědk
	👨🏻‍🦽‍➡️;muski w jězdnem stole napšawo;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole napšawo|pomocny srědk
	👨🏼‍🦽‍➡️;muski w jězdnem stole napšawo;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole napšawo|pomocny srědk
	👨🏽‍🦽‍➡️;muski w jězdnem stole napšawo;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole napšawo|pomocny srědk
	👨🏾‍🦽‍➡️;muski w jězdnem stole napšawo;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole napšawo|pomocny srědk
	👨🏿‍🦽‍➡️;muski w jězdnem stole napšawo;bźez barierow|inwalidny|jězdny stoł|muski|muski w jězdnem stole|muski w jězdnem stole napšawo|pomocny srědk
👩‍🦽;žeńska w jězdnem stole;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|žeńska|žeńska w jězdnem stole
	👩🏻‍🦽;žeńska w jězdnem stole: swětła barwa kóže;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|swětła barwa kóže|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole: swětła barwa kóže
	👩🏼‍🦽;žeńska w jězdnem stole: srjejźnoswětła barwa kóže;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|srjejźnoswětła barwa kóže|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole: srjejźnoswětła barwa kóže
	👩🏽‍🦽;žeńska w jězdnem stole: wósrědna barwa kóže;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|wósrědna barwa kóže|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole: wósrědna barwa kóže
	👩🏾‍🦽;žeńska w jězdnem stole: srjejźnośamna barwa kóže;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|srjejźnośamna barwa kóže|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole: srjejźnośamna barwa kóže
	👩🏿‍🦽;žeńska w jězdnem stole: śamna barwa kóže;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|śamna barwa kóže|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole: śamna barwa kóže
👩‍🦽‍➡️;žeńska w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole napšawo
	👩🏻‍🦽‍➡️;žeńska w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole napšawo
