[smileys_emotion]
😀;fuska mai murmushin baki har kunne;fuska mai murmushin baki har kunne|murmushi|uska
🧞;aljanin larabawa;aljani|aljanin larabawa
🧞‍♂️;aljanin larabawa namiji;aljani|aljanin larabawa namiji
🧞‍♀️;aljanin larabawa na mace;aljani|aljanin larabawa na mace
🧟;gaya mai rai;gaya mai motsi|gaya mai rai|mara mutuwa
🧟‍♂️;gaya mai rai namiji;gaya mai motsi|gaya mai rai namiji|mara mutuwa
🧟‍♀️;gaya mai rai na mace;gaya mai motsi|gaya mai rai na mace|mara mutuwa
🧌;mutum na zane;dodo|labarin aljana|mutum na zane|tatsuniya
💆;mutum mai samun tausa;fuska|mutum mai samun tausa|shagon gyara gashi|tausa
	💆🏻;mutum mai samun tausa: launin fata mai haske;fuska|launin fata mai haske|mutum mai samun tausa|mutum mai samun tausa: launin fata mai haske|shagon gyara gashi|tausa
	💆🏼;mutum mai samun tausa: launin fata mai madaidaicin haske;fuska|launin fata mai madaidaicin haske|mutum mai samun tausa|mutum mai samun tausa: launin fata mai madaidaicin haske|shagon gyara gashi|tausa
	💆🏽;mutum mai samun tausa: madaidaicin launin fata;fuska|madaidaicin launin fata|mutum mai samun tausa|mutum mai samun tausa: madaidaicin launin fata|shagon gyara gashi|tausa
	💆🏾;mutum mai samun tausa: launin fata mai madaidaicin duhu;fuska|launin fata mai madaidaicin duhu|mutum mai samun tausa|mutum mai samun tausa: launin fata mai madaidaicin duhu|shagon gyara gashi|tausa
	💆🏿;mutum mai samun tausa: launin fata mai duhu;fuska|launin fata mai duhu|mutum mai samun tausa|mutum mai samun tausa: launin fata mai duhu|shagon gyara gashi|tausa
💆‍♂️;namiji mai samun tausa;fuska|mutum|namiji mai samun tausa|tausa
	💆🏻‍♂️;namiji mai samun tausa: launin fata mai haske;fuska|launin fata mai haske|mutum|namiji mai samun tausa|namiji mai samun tausa: launin fata mai haske|tausa
	💆🏼‍♂️;namiji mai samun tausa: launin fata mai madaidaicin haske;fuska|launin fata mai madaidaicin haske|mutum|namiji mai samun tausa|namiji mai samun tausa: launin fata mai madaidaicin haske|tausa
	💆🏽‍♂️;namiji mai samun tausa: madaidaicin launin fata;fuska|madaidaicin launin fata|mutum|namiji mai samun tausa|namiji mai samun tausa: madaidaicin launin fata|tausa
	💆🏾‍♂️;namiji mai samun tausa: launin fata mai madaidaicin duhu;fuska|launin fata mai madaidaicin duhu|mutum|namiji mai samun tausa|namiji mai samun tausa: launin fata mai madaidaicin duhu|tausa
	💆🏿‍♂️;namiji mai samun tausa: launin fata mai duhu;fuska|launin fata mai duhu|mutum|namiji mai samun tausa|namiji mai samun tausa: launin fata mai duhu|tausa
💆‍♀️;mace mai samun tausa;fuska|mace|mace mai samun tausa|tausa
	💆🏻‍♀️;mace mai samun tausa: launin fata mai haske;fuska|launin fata mai haske|mace|mace mai samun tausa|mace mai samun tausa: launin fata mai haske|tausa
	💆🏼‍♀️;mace mai samun tausa: launin fata mai madaidaicin haske;fuska|launin fata mai madaidaicin haske|mace|mace mai samun tausa|mace mai samun tausa: launin fata mai madaidaicin haske|tausa
	💆🏽‍♀️;mace mai samun tausa: madaidaicin launin fata;fuska|mace|mace mai samun tausa|mace mai samun tausa: madaidaicin launin fata|madaidaicin launin fata|tausa
	💆🏾‍♀️;mace mai samun tausa: launin fata mai madaidaicin duhu;fuska|launin fata mai madaidaicin duhu|mace|mace mai samun tausa|mace mai samun tausa: launin fata mai madaidaicin duhu|tausa
	💆🏿‍♀️;mace mai samun tausa: launin fata mai duhu;fuska|launin fata mai duhu|mace|mace mai samun tausa|mace mai samun tausa: launin fata mai duhu|tausa
💇;mutum mai yin aski;aski|kyakkyawa|mai aski|mutum mai yin aski|shagon kyakkyawa
	💇🏻;mutum mai yin aski: launin fata mai haske;aski|kyakkyawa|launin fata mai haske|mai aski|mutum mai yin aski|mutum mai yin aski: launin fata mai haske|shagon kyakkyawa
	💇🏼;mutum mai yin aski: launin fata mai madaidaicin haske;aski|kyakkyawa|launin fata mai madaidaicin haske|mai aski|mutum mai yin aski|mutum mai yin aski: launin fata mai madaidaicin haske|shagon kyakkyawa
	💇🏽;mutum mai yin aski: madaidaicin launin fata;aski|kyakkyawa|madaidaicin launin fata|mai aski|mutum mai yin aski|mutum mai yin aski: madaidaicin launin fata|shagon kyakkyawa
	💇🏾;mutum mai yin aski: launin fata mai madaidaicin duhu;aski|kyakkyawa|launin fata mai madaidaicin duhu|mai aski|mutum mai yin aski|mutum mai yin aski: launin fata mai madaidaicin duhu|shagon kyakkyawa
	💇🏿;mutum mai yin aski: launin fata mai duhu;aski|kyakkyawa|launin fata mai duhu|mai aski|mutum mai yin aski|mutum mai yin aski: launin fata mai duhu|shagon kyakkyawa
💇‍♂️;namiji mai yin aski;aski|mutum|namiji mai yin aski
	💇🏻‍♂️;namiji mai yin aski: launin fata mai haske;aski|launin fata mai haske|mutum|namiji mai yin aski|namiji mai yin aski: launin fata mai haske
	💇🏼‍♂️;namiji mai yin aski: launin fata mai madaidaicin haske;aski|launin fata mai madaidaicin haske|mutum|namiji mai yin aski|namiji mai yin aski: launin fata mai madaidaicin haske
	💇🏽‍♂️;namiji mai yin aski: madaidaicin launin fata;aski|madaidaicin launin fata|mutum|namiji mai yin aski|namiji mai yin aski: madaidaicin launin fata
	💇🏾‍♂️;namiji mai yin aski: launin fata mai madaidaicin duhu;aski|launin fata mai madaidaicin duhu|mutum|namiji mai yin aski|namiji mai yin aski: launin fata mai madaidaicin duhu
	💇🏿‍♂️;namiji mai yin aski: launin fata mai duhu;aski|launin fata mai duhu|mutum|namiji mai yin aski|namiji mai yin aski: launin fata mai duhu
💇‍♀️;mace mai yin aski;aski|mace|mace mai yin aski
	💇🏻‍♀️;mace mai yin aski: launin fata mai haske;aski|launin fata mai haske|mace|mace mai yin aski|mace mai yin aski: launin fata mai haske
	💇🏼‍♀️;mace mai yin aski: launin fata mai madaidaicin haske;aski|launin fata mai madaidaicin haske|mace|mace mai yin aski|mace mai yin aski: launin fata mai madaidaicin haske
	💇🏽‍♀️;mace mai yin aski: madaidaicin launin fata;aski|mace|mace mai yin aski|mace mai yin aski: madaidaicin launin fata|madaidaicin launin fata
	💇🏾‍♀️;mace mai yin aski: launin fata mai madaidaicin duhu;aski|launin fata mai madaidaicin duhu|mace|mace mai yin aski|mace mai yin aski: launin fata mai madaidaicin duhu
	💇🏿‍♀️;mace mai yin aski: launin fata mai duhu;aski|launin fata mai duhu|mace|mace mai yin aski|mace mai yin aski: launin fata mai duhu
🚶;mutum mai yin tafiya ƙafa;mutum mai yin tafiya ƙafa|tafiya ƙafa|tafiyar nishaɗi|yin tafiya ƙafa
	🚶🏻;mutum mai yin tafiya ƙafa: launin fata mai haske;launin fata mai haske|mutum mai yin tafiya ƙafa|mutum mai yin tafiya ƙafa: launin fata mai haske|tafiya ƙafa|tafiyar nishaɗi|yin tafiya ƙafa
	🚶🏼;mutum mai yin tafiya ƙafa: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mutum mai yin tafiya ƙafa|mutum mai yin tafiya ƙafa: launin fata mai madaidaicin haske|tafiya ƙafa|tafiyar nishaɗi|yin tafiya ƙafa
	🚶🏽;mutum mai yin tafiya ƙafa: madaidaicin launin fata;madaidaicin launin fata|mutum mai yin tafiya ƙafa|mutum mai yin tafiya ƙafa: madaidaicin launin fata|tafiya ƙafa|tafiyar nishaɗi|yin tafiya ƙafa
	🚶🏾;mutum mai yin tafiya ƙafa: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mutum mai yin tafiya ƙafa|mutum mai yin tafiya ƙafa: launin fata mai madaidaicin duhu|tafiya ƙafa|tafiyar nishaɗi|yin tafiya ƙafa
	🚶🏿;mutum mai yin tafiya ƙafa: launin fata mai duhu;launin fata mai duhu|mutum mai yin tafiya ƙafa|mutum mai yin tafiya ƙafa: launin fata mai duhu|tafiya ƙafa|tafiyar nishaɗi|yin tafiya ƙafa
🚶‍♂️;namiji mai yin tafiya ƙafa;mutum|namiji mai yin tafiya ƙafa|tafiya ƙafa|tafiyar nishaɗi
	🚶🏻‍♂️;namiji mai yin tafiya ƙafa: launin fata mai haske;launin fata mai haske|mutum|namiji mai yin tafiya ƙafa|namiji mai yin tafiya ƙafa: launin fata mai haske|tafiya ƙafa|tafiyar nishaɗi
	🚶🏼‍♂️;namiji mai yin tafiya ƙafa: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mutum|namiji mai yin tafiya ƙafa|namiji mai yin tafiya ƙafa: launin fata mai madaidaicin haske|tafiya ƙafa|tafiyar nishaɗi
	🚶🏽‍♂️;namiji mai yin tafiya ƙafa: madaidaicin launin fata;madaidaicin launin fata|mutum|namiji mai yin tafiya ƙafa|namiji mai yin tafiya ƙafa: madaidaicin launin fata|tafiya ƙafa|tafiyar nishaɗi
	🚶🏾‍♂️;namiji mai yin tafiya ƙafa: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mutum|namiji mai yin tafiya ƙafa|namiji mai yin tafiya ƙafa: launin fata mai madaidaicin duhu|tafiya ƙafa|tafiyar nishaɗi
	🚶🏿‍♂️;namiji mai yin tafiya ƙafa: launin fata mai duhu;launin fata mai duhu|mutum|namiji mai yin tafiya ƙafa|namiji mai yin tafiya ƙafa: launin fata mai duhu|tafiya ƙafa|tafiyar nishaɗi
🚶‍♀️;mace mai yin tafiya ƙafa;mace|mace mai yin tafiya ƙafa|tafiya ƙafa|tafiyar nishaɗi
	🚶🏻‍♀️;mace mai yin tafiya ƙafa: launin fata mai haske;launin fata mai haske|mace|mace mai yin tafiya ƙafa|mace mai yin tafiya ƙafa: launin fata mai haske|tafiya ƙafa|tafiyar nishaɗi
	🚶🏼‍♀️;mace mai yin tafiya ƙafa: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mace|mace mai yin tafiya ƙafa|mace mai yin tafiya ƙafa: launin fata mai madaidaicin haske|tafiya ƙafa|tafiyar nishaɗi
	🚶🏽‍♀️;mace mai yin tafiya ƙafa: madaidaicin launin fata;mace|mace mai yin tafiya ƙafa|mace mai yin tafiya ƙafa: madaidaicin launin fata|madaidaicin launin fata|tafiya ƙafa|tafiyar nishaɗi
	🚶🏾‍♀️;mace mai yin tafiya ƙafa: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mace|mace mai yin tafiya ƙafa|mace mai yin tafiya ƙafa: launin fata mai madaidaicin duhu|tafiya ƙafa|tafiyar nishaɗi
	🚶🏿‍♀️;mace mai yin tafiya ƙafa: launin fata mai duhu;launin fata mai duhu|mace|mace mai yin tafiya ƙafa|mace mai yin tafiya ƙafa: launin fata mai duhu|tafiya ƙafa|tafiyar nishaɗi
🚶‍➡️;;
	🚶🏻‍➡️;;
	🚶🏼‍➡️;;
	🚶🏽‍➡️;;
	🚶🏾‍➡️;;
	🚶🏿‍➡️;;
🚶‍♀️‍➡️;;
	🚶🏻‍♀️‍➡️;;
	🚶🏼‍♀️‍➡️;;
	🚶🏽‍♀️‍➡️;;
	🚶🏾‍♀️‍➡️;;
	🚶🏿‍♀️‍➡️;;
🚶‍♂️‍➡️;;
	🚶🏻‍♂️‍➡️;;
	🚶🏼‍♂️‍➡️;;
	🚶🏽‍♂️‍➡️;;
	🚶🏾‍♂️‍➡️;;
	🚶🏿‍♂️‍➡️;;
🧍;mutum a tsaye;mutum a tsaye|tsaya|tsaye
	🧍🏻;mutum a tsaye: launin fata mai haske;launin fata mai haske|mutum a tsaye|mutum a tsaye: launin fata mai haske|tsaya|tsaye
	🧍🏼;mutum a tsaye: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mutum a tsaye|mutum a tsaye: launin fata mai madaidaicin haske|tsaya|tsaye
	🧍🏽;mutum a tsaye: madaidaicin launin fata;madaidaicin launin fata|mutum a tsaye|mutum a tsaye: madaidaicin launin fata|tsaya|tsaye
	🧍🏾;mutum a tsaye: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mutum a tsaye|mutum a tsaye: launin fata mai madaidaicin duhu|tsaya|tsaye
	🧍🏿;mutum a tsaye: launin fata mai duhu;launin fata mai duhu|mutum a tsaye|mutum a tsaye: launin fata mai duhu|tsaya|tsaye
🧍‍♂️;miji mai tsaye;miji mai tsaye|na miji|tsayuwa
	🧍🏻‍♂️;miji mai tsaye: launin fata mai haske;launin fata mai haske|miji mai tsaye|miji mai tsaye: launin fata mai haske|na miji|tsayuwa
	🧍🏼‍♂️;miji mai tsaye: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|miji mai tsaye|miji mai tsaye: launin fata mai madaidaicin haske|na miji|tsayuwa
	🧍🏽‍♂️;miji mai tsaye: madaidaicin launin fata;madaidaicin launin fata|miji mai tsaye|miji mai tsaye: madaidaicin launin fata|na miji|tsayuwa
	🧍🏾‍♂️;miji mai tsaye: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|miji mai tsaye|miji mai tsaye: launin fata mai madaidaicin duhu|na miji|tsayuwa
	🧍🏿‍♂️;miji mai tsaye: launin fata mai duhu;launin fata mai duhu|miji mai tsaye|miji mai tsaye: launin fata mai duhu|na miji|tsayuwa
🧍‍♀️;mace mai tsayuwa;mace|mace mai tsayuwa|tsayuwa
	🧍🏻‍♀️;mace mai tsayuwa: launin fata mai haske;launin fata mai haske|mace|mace mai tsayuwa|mace mai tsayuwa: launin fata mai haske|tsayuwa
	🧍🏼‍♀️;mace mai tsayuwa: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mace|mace mai tsayuwa|mace mai tsayuwa: launin fata mai madaidaicin haske|tsayuwa
	🧍🏽‍♀️;mace mai tsayuwa: madaidaicin launin fata;mace|mace mai tsayuwa|mace mai tsayuwa: madaidaicin launin fata|madaidaicin launin fata|tsayuwa
	🧍🏾‍♀️;mace mai tsayuwa: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mace|mace mai tsayuwa|mace mai tsayuwa: launin fata mai madaidaicin duhu|tsayuwa
	🧍🏿‍♀️;mace mai tsayuwa: launin fata mai duhu;launin fata mai duhu|mace|mace mai tsayuwa|mace mai tsayuwa: launin fata mai duhu|tsayuwa
🧎;mutum a durƙushe;durƙusa|durƙushe|mutum a durƙushe
	🧎🏻;mutum a durƙushe: launin fata mai haske;durƙusa|durƙushe|launin fata mai haske|mutum a durƙushe|mutum a durƙushe: launin fata mai haske
	🧎🏼;mutum a durƙushe: launin fata mai madaidaicin haske;durƙusa|durƙushe|launin fata mai madaidaicin haske|mutum a durƙushe|mutum a durƙushe: launin fata mai madaidaicin haske
	🧎🏽;mutum a durƙushe: madaidaicin launin fata;durƙusa|durƙushe|madaidaicin launin fata|mutum a durƙushe|mutum a durƙushe: madaidaicin launin fata
	🧎🏾;mutum a durƙushe: launin fata mai madaidaicin duhu;durƙusa|durƙushe|launin fata mai madaidaicin duhu|mutum a durƙushe|mutum a durƙushe: launin fata mai madaidaicin duhu
	🧎🏿;mutum a durƙushe: launin fata mai duhu;durƙusa|durƙushe|launin fata mai duhu|mutum a durƙushe|mutum a durƙushe: launin fata mai duhu
🧎‍♂️;;
	🧎🏻‍♂️;;
	🧎🏼‍♂️;;
	🧎🏽‍♂️;;
	🧎🏾‍♂️;;
	🧎🏿‍♂️;;
🧎‍♀️;;
	🧎🏻‍♀️;;
	🧎🏼‍♀️;;
	🧎🏽‍♀️;;
	🧎🏾‍♀️;;
	🧎🏿‍♀️;;
🧎‍➡️;;
	🧎🏻‍➡️;;
	🧎🏼‍➡️;;
	🧎🏽‍➡️;;
	🧎🏾‍➡️;;
	🧎🏿‍➡️;;
🧎‍♀️‍➡️;;
	🧎🏻‍♀️‍➡️;;
	🧎🏼‍♀️‍➡️;;
	🧎🏽‍♀️‍➡️;;
	🧎🏾‍♀️‍➡️;;
	🧎🏿‍♀️‍➡️;;
🧎‍♂️‍➡️;;
	🧎🏻‍♂️‍➡️;;
	🧎🏼‍♂️‍➡️;;
	🧎🏽‍♂️‍➡️;;
	🧎🏾‍♂️‍➡️;;
	🧎🏿‍♂️‍➡️;;
🧑‍🦯;mutum mai farin bulala;makanci|mutum mai farin bulala|mutum mai farin kara|samun wuri
	🧑🏻‍🦯;mutum mai farin bulala: launin fata mai haske;launin fata mai haske|makanci|mutum mai farin bulala|mutum mai farin bulala: launin fata mai haske|mutum mai farin kara|samun wuri
	🧑🏼‍🦯;mutum mai farin bulala: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|makanci|mutum mai farin bulala|mutum mai farin bulala: launin fata mai madaidaicin haske|mutum mai farin kara|samun wuri
	🧑🏽‍🦯;mutum mai farin bulala: madaidaicin launin fata;madaidaicin launin fata|makanci|mutum mai farin bulala|mutum mai farin bulala: madaidaicin launin fata|mutum mai farin kara|samun wuri
	🧑🏾‍🦯;mutum mai farin bulala: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|makanci|mutum mai farin bulala|mutum mai farin bulala: launin fata mai madaidaicin duhu|mutum mai farin kara|samun wuri
	🧑🏿‍🦯;mutum mai farin bulala: launin fata mai duhu;launin fata mai duhu|makanci|mutum mai farin bulala|mutum mai farin bulala: launin fata mai duhu|mutum mai farin kara|samun wuri
🧑‍🦯‍➡️;;
	🧑🏻‍🦯‍➡️;;
	🧑🏼‍🦯‍➡️;;
	🧑🏽‍🦯‍➡️;;
	🧑🏾‍🦯‍➡️;;
	🧑🏿‍🦯‍➡️;;
👨‍🦯;;
	👨🏻‍🦯;;
	👨🏼‍🦯;;
	👨🏽‍🦯;;
	👨🏾‍🦯;;
	👨🏿‍🦯;;
👨‍🦯‍➡️;;
	👨🏻‍🦯‍➡️;;
	👨🏼‍🦯‍➡️;;
	👨🏽‍🦯‍➡️;;
	👨🏾‍🦯‍➡️;;
	👨🏿‍🦯‍➡️;;
👩‍🦯;;
	👩🏻‍🦯;;
	👩🏼‍🦯;;
	👩🏽‍🦯;;
	👩🏾‍🦯;;
	👩🏿‍🦯;;
👩‍🦯‍➡️;;
	👩🏻‍🦯‍➡️;;
	👩🏼‍🦯‍➡️;;
	👩🏽‍🦯‍➡️;;
	👩🏾‍🦯‍➡️;;
	👩🏿‍🦯‍➡️;;
🧑‍🦼;mutum cikin kujeran gurgu;kujeran gurgu|mutum cikin kujeran gurgu|samun hanya
	🧑🏻‍🦼;mutum cikin kujeran gurgu: launin fata mai haske;kujeran gurgu|launin fata mai haske|mutum cikin kujeran gurgu|mutum cikin kujeran gurgu: launin fata mai haske|samun hanya
	🧑🏼‍🦼;mutum cikin kujeran gurgu: launin fata mai madaidaicin haske;kujeran gurgu|launin fata mai madaidaicin haske|mutum cikin kujeran gurgu|mutum cikin kujeran gurgu: launin fata mai madaidaicin haske|samun hanya
	🧑🏽‍🦼;mutum cikin kujeran gurgu: madaidaicin launin fata;kujeran gurgu|madaidaicin launin fata|mutum cikin kujeran gurgu|mutum cikin kujeran gurgu: madaidaicin launin fata|samun hanya
	🧑🏾‍🦼;mutum cikin kujeran gurgu: launin fata mai madaidaicin duhu;kujeran gurgu|launin fata mai madaidaicin duhu|mutum cikin kujeran gurgu|mutum cikin kujeran gurgu: launin fata mai madaidaicin duhu|samun hanya
	🧑🏿‍🦼;mutum cikin kujeran gurgu: launin fata mai duhu;kujeran gurgu|launin fata mai duhu|mutum cikin kujeran gurgu|mutum cikin kujeran gurgu: launin fata mai duhu|samun hanya
🧑‍🦼‍➡️;;
	🧑🏻‍🦼‍➡️;;
	🧑🏼‍🦼‍➡️;;
	🧑🏽‍🦼‍➡️;;
	🧑🏾‍🦼‍➡️;;
	🧑🏿‍🦼‍➡️;;
👨‍🦼;;
	👨🏻‍🦼;;
	👨🏼‍🦼;;
	👨🏽‍🦼;;
	👨🏾‍🦼;;
	👨🏿‍🦼;;
👨‍🦼‍➡️;;
	👨🏻‍🦼‍➡️;;
	👨🏼‍🦼‍➡️;;
	👨🏽‍🦼‍➡️;;
	👨🏾‍🦼‍➡️;;
	👨🏿‍🦼‍➡️;;
👩‍🦼;;
	👩🏻‍🦼;;
	👩🏼‍🦼;;
	👩🏽‍🦼;;
	👩🏾‍🦼;;
	👩🏿‍🦼;;
👩‍🦼‍➡️;;
	👩🏻‍🦼‍➡️;;
	👩🏼‍🦼‍➡️;;
	👩🏽‍🦼‍➡️;;
	👩🏾‍🦼‍➡️;;
	👩🏿‍🦼‍➡️;;
🧑‍🦽;mutum cikin motan gurgu wanda ke bukatan tuki da hannu;kujeran guragu|mutum a cikin motan guragu da ke bukatan tuki|mutum cikin motan gurgu wanda ke bukatan tuki da hannu|samun hanya
	🧑🏻‍🦽;mutum cikin motan gurgu wanda ke bukatan tuki da hannu: launin fata mai haske;kujeran guragu|launin fata mai haske|mutum a cikin motan guragu da ke bukatan tuki|mutum cikin motan gurgu wanda ke bukatan tuki da hannu|mutum cikin motan gurgu wanda ke bukatan tuki da hannu: launin fata mai haske|samun hanya
	🧑🏼‍🦽;mutum cikin motan gurgu wanda ke bukatan tuki da hannu: launin fata mai madaidaicin haske;kujeran guragu|launin fata mai madaidaicin haske|mutum a cikin motan guragu da ke bukatan tuki|mutum cikin motan gurgu wanda ke bukatan tuki da hannu|mutum cikin motan gurgu wanda ke bukatan tuki da hannu: launin fata mai madaidaicin haske|samun hanya
	🧑🏽‍🦽;mutum cikin motan gurgu wanda ke bukatan tuki da hannu: madaidaicin launin fata;kujeran guragu|madaidaicin launin fata|mutum a cikin motan guragu da ke bukatan tuki|mutum cikin motan gurgu wanda ke bukatan tuki da hannu|mutum cikin motan gurgu wanda ke bukatan tuki da hannu: madaidaicin launin fata|samun hanya
	🧑🏾‍🦽;mutum cikin motan gurgu wanda ke bukatan tuki da hannu: launin fata mai madaidaicin duhu;kujeran guragu|launin fata mai madaidaicin duhu|mutum a cikin motan guragu da ke bukatan tuki|mutum cikin motan gurgu wanda ke bukatan tuki da hannu|mutum cikin motan gurgu wanda ke bukatan tuki da hannu: launin fata mai madaidaicin duhu|samun hanya
	🧑🏿‍🦽;mutum cikin motan gurgu wanda ke bukatan tuki da hannu: launin fata mai duhu;kujeran guragu|launin fata mai duhu|mutum a cikin motan guragu da ke bukatan tuki|mutum cikin motan gurgu wanda ke bukatan tuki da hannu|mutum cikin motan gurgu wanda ke bukatan tuki da hannu: launin fata mai duhu|samun hanya
🧑‍🦽‍➡️;;
	🧑🏻‍🦽‍➡️;;
	🧑🏼‍🦽‍➡️;;
	🧑🏽‍🦽‍➡️;;
	🧑🏾‍🦽‍➡️;;
	🧑🏿‍🦽‍➡️;;
👨‍🦽;na miji a cikin motan gurgu da ke bukatan tuki;kujeran kurgu|na miji|na miji a cikin motan gurgu da ke bukatan tuki|samun wuri
	👨🏻‍🦽;na miji a cikin motan gurgu da ke bukatan tuki: launin fata mai haske;kujeran kurgu|launin fata mai haske|na miji|na miji a cikin motan gurgu da ke bukatan tuki|na miji a cikin motan gurgu da ke bukatan tuki: launin fata mai haske|samun wuri
	👨🏼‍🦽;na miji a cikin motan gurgu da ke bukatan tuki: launin fata mai madaidaicin haske;kujeran kurgu|launin fata mai madaidaicin haske|na miji|na miji a cikin motan gurgu da ke bukatan tuki|na miji a cikin motan gurgu da ke bukatan tuki: launin fata mai madaidaicin haske|samun wuri
	👨🏽‍🦽;na miji a cikin motan gurgu da ke bukatan tuki: madaidaicin launin fata;kujeran kurgu|madaidaicin launin fata|na miji|na miji a cikin motan gurgu da ke bukatan tuki|na miji a cikin motan gurgu da ke bukatan tuki: madaidaicin launin fata|samun wuri
	👨🏾‍🦽;na miji a cikin motan gurgu da ke bukatan tuki: launin fata mai madaidaicin duhu;kujeran kurgu|launin fata mai madaidaicin duhu|na miji|na miji a cikin motan gurgu da ke bukatan tuki|na miji a cikin motan gurgu da ke bukatan tuki: launin fata mai madaidaicin duhu|samun wuri
	👨🏿‍🦽;na miji a cikin motan gurgu da ke bukatan tuki: launin fata mai duhu;kujeran kurgu|launin fata mai duhu|na miji|na miji a cikin motan gurgu da ke bukatan tuki|na miji a cikin motan gurgu da ke bukatan tuki: launin fata mai duhu|samun wuri
👨‍🦽‍➡️;;
	👨🏻‍🦽‍➡️;;
	👨🏼‍🦽‍➡️;;
	👨🏽‍🦽‍➡️;;
	👨🏾‍🦽‍➡️;;
	👨🏿‍🦽‍➡️;;
👩‍🦽;na mace a cikin motan gurgu da ke bukatan tuki;kujeran gurgu|na mace|na mace a cikin motan gurgu da ke bukatan tuki|samun wuri
	👩🏻‍🦽;na mace a cikin motan gurgu da ke bukatan tuki: launin fata mai haske;kujeran gurgu|launin fata mai haske|na mace|na mace a cikin motan gurgu da ke bukatan tuki|na mace a cikin motan gurgu da ke bukatan tuki: launin fata mai haske|samun wuri
	👩🏼‍🦽;na mace a cikin motan gurgu da ke bukatan tuki: launin fata mai madaidaicin haske;kujeran gurgu|launin fata mai madaidaicin haske|na mace|na mace a cikin motan gurgu da ke bukatan tuki|na mace a cikin motan gurgu da ke bukatan tuki: launin fata mai madaidaicin haske|samun wuri
	👩🏽‍🦽;na mace a cikin motan gurgu da ke bukatan tuki: madaidaicin launin fata;kujeran gurgu|madaidaicin launin fata|na mace|na mace a cikin motan gurgu da ke bukatan tuki|na mace a cikin motan gurgu da ke bukatan tuki: madaidaicin launin fata|samun wuri
	👩🏾‍🦽;na mace a cikin motan gurgu da ke bukatan tuki: launin fata mai madaidaicin duhu;kujeran gurgu|launin fata mai madaidaicin duhu|na mace|na mace a cikin motan gurgu da ke bukatan tuki|na mace a cikin motan gurgu da ke bukatan tuki: launin fata mai madaidaicin duhu|samun wuri
	👩🏿‍🦽;na mace a cikin motan gurgu da ke bukatan tuki: launin fata mai duhu;kujeran gurgu|launin fata mai duhu|na mace|na mace a cikin motan gurgu da ke bukatan tuki|na mace a cikin motan gurgu da ke bukatan tuki: launin fata mai duhu|samun wuri
👩‍🦽‍➡️;;
	👩🏻‍🦽‍➡️;;
	👩🏼‍🦽‍➡️;;
	👩🏽‍🦽‍➡️;;
	👩🏾‍🦽‍➡️;;
	👩🏿‍🦽‍➡️;;
🏃;mutum mai yin gudu;gudu|gudun dogon zango|mutum mai yin gudu
	🏃🏻;mutum mai yin gudu: launin fata mai haske;gudu|gudun dogon zango|launin fata mai haske|mutum mai yin gudu|mutum mai yin gudu: launin fata mai haske
	🏃🏼;mutum mai yin gudu: launin fata mai madaidaicin haske;gudu|gudun dogon zango|launin fata mai madaidaicin haske|mutum mai yin gudu|mutum mai yin gudu: launin fata mai madaidaicin haske
	🏃🏽;mutum mai yin gudu: madaidaicin launin fata;gudu|gudun dogon zango|madaidaicin launin fata|mutum mai yin gudu|mutum mai yin gudu: madaidaicin launin fata
	🏃🏾;mutum mai yin gudu: launin fata mai madaidaicin duhu;gudu|gudun dogon zango|launin fata mai madaidaicin duhu|mutum mai yin gudu|mutum mai yin gudu: launin fata mai madaidaicin duhu
	🏃🏿;mutum mai yin gudu: launin fata mai duhu;gudu|gudun dogon zango|launin fata mai duhu|mutum mai yin gudu|mutum mai yin gudu: launin fata mai duhu
🏃‍♂️;namiji mai yin gudu;gudu|gudun dogon zango|mutum|namiji mai yin gudu|tsere
	🏃🏻‍♂️;namiji mai yin gudu: launin fata mai haske;gudu|gudun dogon zango|launin fata mai haske|mutum|namiji mai yin gudu|namiji mai yin gudu: launin fata mai haske|tsere
	🏃🏼‍♂️;namiji mai yin gudu: launin fata mai madaidaicin haske;gudu|gudun dogon zango|launin fata mai madaidaicin haske|mutum|namiji mai yin gudu|namiji mai yin gudu: launin fata mai madaidaicin haske|tsere
	🏃🏽‍♂️;namiji mai yin gudu: madaidaicin launin fata;gudu|gudun dogon zango|madaidaicin launin fata|mutum|namiji mai yin gudu|namiji mai yin gudu: madaidaicin launin fata|tsere
