[smileys_emotion]
😀;grinende ansigt;glad|grinende ansigt|smilende ansigt|smiley
	🚶🏿‍♂️;mand går: mørk teint;fodgænger|gå|gang|gåtur|hike|mand|mand går|mand går: mørk teint|mørk teint|vandre|vandretur|vandring
🚶‍♀️;kvinde går;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|vandre|vandretur|vandring
	🚶🏻‍♀️;kvinde går: lys teint;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går: lys teint|lys teint|vandre|vandretur|vandring
	🚶🏼‍♀️;kvinde går: medium til lys teint;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går: medium til lys teint|medium til lys teint|vandre|vandretur|vandring
	🚶🏽‍♀️;kvinde går: medium teint;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går: medium teint|medium teint|vandre|vandretur|vandring
	🚶🏾‍♀️;kvinde går: medium til mørk teint;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går: medium til mørk teint|medium til mørk teint|vandre|vandretur|vandring
	🚶🏿‍♀️;kvinde går: mørk teint;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går: mørk teint|mørk teint|vandre|vandretur|vandring
🚶‍➡️;fodgænger mod højre;fodgænger|fodgænger mod højre|gå|gang|hike|vandre|vandring
	🚶🏻‍➡️;fodgænger mod højre;fodgænger|fodgænger mod højre|gå|gang|hike|vandre|vandring
	🚶🏼‍➡️;fodgænger mod højre;fodgænger|fodgænger mod højre|gå|gang|hike|vandre|vandring
	🚶🏽‍➡️;fodgænger mod højre;fodgænger|fodgænger mod højre|gå|gang|hike|vandre|vandring
	🚶🏾‍➡️;fodgænger mod højre;fodgænger|fodgænger mod højre|gå|gang|hike|vandre|vandring
	🚶🏿‍➡️;fodgænger mod højre;fodgænger|fodgænger mod højre|gå|gang|hike|vandre|vandring
🚶‍♀️‍➡️;kvinde går mod højre;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går mod højre|vandre|vandretur|vandring
	🚶🏻‍♀️‍➡️;kvinde går mod højre;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går mod højre|vandre|vandretur|vandring
	🚶🏼‍♀️‍➡️;kvinde går mod højre;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går mod højre|vandre|vandretur|vandring
	🚶🏽‍♀️‍➡️;kvinde går mod højre;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går mod højre|vandre|vandretur|vandring
	🚶🏾‍♀️‍➡️;kvinde går mod højre;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går mod højre|vandre|vandretur|vandring
	🚶🏿‍♀️‍➡️;kvinde går mod højre;fodgænger|gå|gang|gåtur|hike|kvinde|kvinde går|kvinde går mod højre|vandre|vandretur|vandring
🚶‍♂️‍➡️;mand går mod højre;fodgænger|gå|gang|gåtur|hike|mand|mand går|mand går mod højre|vandre|vandretur|vandring
	🚶🏻‍♂️‍➡️;mand går mod højre;fodgænger|gå|gang|gåtur|hike|mand|mand går|mand går mod højre|vandre|vandretur|vandring
	🚶🏼‍♂️‍➡️;mand går mod højre;fodgænger|gå|gang|gåtur|hike|mand|mand går|mand går mod højre|vandre|vandretur|vandring
	🚶🏽‍♂️‍➡️;mand går mod højre;fodgænger|gå|gang|gåtur|hike|mand|mand går|mand går mod højre|vandre|vandretur|vandring
	🚶🏾‍♂️‍➡️;mand går mod højre;fodgænger|gå|gang|gåtur|hike|mand|mand går|mand går mod højre|vandre|vandretur|vandring
	🚶🏿‍♂️‍➡️;mand går mod højre;fodgænger|gå|gang|gåtur|hike|mand|mand går|mand går mod højre|vandre|vandretur|vandring
🧍;stående person;stående|stående person|står
	🧍🏻;stående person: lys teint;lys teint|stående|stående person|stående person: lys teint|står
	🧍🏼;stående person: medium til lys teint;medium til lys teint|stående|stående person|stående person: medium til lys teint|står
	🧍🏽;stående person: medium teint;medium teint|stående|stående person|stående person: medium teint|står
	🧍🏾;stående person: medium til mørk teint;medium til mørk teint|stående|stående person|stående person: medium til mørk teint|står
	🧍🏿;stående person: mørk teint;mørk teint|stående|stående person|stående person: mørk teint|står
🧍‍♂️;stående mand;mand|stående|står
	🧍🏻‍♂️;stående mand: lys teint;lys teint|mand|stående|stående mand: lys teint|står
	🧍🏼‍♂️;stående mand: medium til lys teint;mand|medium til lys teint|stående|stående mand: medium til lys teint|står
	🧍🏽‍♂️;stående mand: medium teint;mand|medium teint|stående|stående mand: medium teint|står
	🧍🏾‍♂️;stående mand: medium til mørk teint;mand|medium til mørk teint|stående|stående mand: medium til mørk teint|står
	🧍🏿‍♂️;stående mand: mørk teint;mand|mørk teint|stående|stående mand: mørk teint|står
🧍‍♀️;stående kvinde;kvinde|stående|står
	🧍🏻‍♀️;stående kvinde: lys teint;kvinde|lys teint|stående|stående kvinde: lys teint|står
	🧍🏼‍♀️;stående kvinde: medium til lys teint;kvinde|medium til lys teint|stående|stående kvinde: medium til lys teint|står
	🧍🏽‍♀️;stående kvinde: medium teint;kvinde|medium teint|stående|stående kvinde: medium teint|står
	🧍🏾‍♀️;stående kvinde: medium til mørk teint;kvinde|medium til mørk teint|stående|stående kvinde: medium til mørk teint|står
	🧍🏿‍♀️;stående kvinde: mørk teint;kvinde|mørk teint|stående|stående kvinde: mørk teint|står
🧎;knælende person;knælende|knælende person|på knæ
	🧎🏻;knælende person: lys teint;knælende|knælende person|knælende person: lys teint|lys teint|på knæ
	🧎🏼;knælende person: medium til lys teint;knælende|knælende person|knælende person: medium til lys teint|medium til lys teint|på knæ
	🧎🏽;knælende person: medium teint;knælende|knælende person|knælende person: medium teint|medium teint|på knæ
	🧎🏾;knælende person: medium til mørk teint;knælende|knælende person|knælende person: medium til mørk teint|medium til mørk teint|på knæ
	🧎🏿;knælende person: mørk teint;knælende|knælende person|knælende person: mørk teint|mørk teint|på knæ
🧎‍♂️;knælende mand;knælende mand|mand
	🧎🏻‍♂️;knælende mand: lys teint;knælende mand|knælende mand: lys teint|lys teint|mand
	🧎🏼‍♂️;knælende mand: medium til lys teint;knælende mand|knælende mand: medium til lys teint|mand|medium til lys teint
	🧎🏽‍♂️;knælende mand: medium teint;knælende mand|knælende mand: medium teint|mand|medium teint
	🧎🏾‍♂️;knælende mand: medium til mørk teint;knælende mand|knælende mand: medium til mørk teint|mand|medium til mørk teint
	🧎🏿‍♂️;knælende mand: mørk teint;knælende mand|knælende mand: mørk teint|mand|mørk teint
🧎‍♀️;knælende kvinde;knælende kvinde|kvinde
	🧎🏻‍♀️;knælende kvinde: lys teint;knælende kvinde|knælende kvinde: lys teint|kvinde|lys teint
	🧎🏼‍♀️;knælende kvinde: medium til lys teint;knælende kvinde|knælende kvinde: medium til lys teint|kvinde|medium til lys teint
	🧎🏽‍♀️;knælende kvinde: medium teint;knælende kvinde|knælende kvinde: medium teint|kvinde|medium teint
	🧎🏾‍♀️;knælende kvinde: medium til mørk teint;knælende kvinde|knælende kvinde: medium til mørk teint|kvinde|medium til mørk teint
	🧎🏿‍♀️;knælende kvinde: mørk teint;knælende kvinde|knælende kvinde: mørk teint|kvinde|mørk teint
🧎‍➡️;knælende person mod højre;knælende|knælende person|knælende person mod højre|på knæ
	🧎🏻‍➡️;knælende person mod højre;knælende|knælende person|knælende person mod højre|på knæ
	🧎🏼‍➡️;knælende person mod højre;knælende|knælende person|knælende person mod højre|på knæ
	🧎🏽‍➡️;knælende person mod højre;knælende|knælende person|knælende person mod højre|på knæ
	🧎🏾‍➡️;knælende person mod højre;knælende|knælende person|knælende person mod højre|på knæ
	🧎🏿‍➡️;knælende person mod højre;knælende|knælende person|knælende person mod højre|på knæ
🧎‍♀️‍➡️;knælende kvinde mod højre;knælende kvinde|knælende kvinde mod højre|kvinde
	🧎🏻‍♀️‍➡️;knælende kvinde mod højre;knælende kvinde|knælende kvinde mod højre|kvinde
	🧎🏼‍♀️‍➡️;knælende kvinde mod højre;knælende kvinde|knælende kvinde mod højre|kvinde
	🧎🏽‍♀️‍➡️;knælende kvinde mod højre;knælende kvinde|knælende kvinde mod højre|kvinde
	🧎🏾‍♀️‍➡️;knælende kvinde mod højre;knælende kvinde|knælende kvinde mod højre|kvinde
	🧎🏿‍♀️‍➡️;knælende kvinde mod højre;knælende kvinde|knælende kvinde mod højre|kvinde
🧎‍♂️‍➡️;knælende mand mod højre;knælende mand|knælende mand mod højre|mand
	🧎🏻‍♂️‍➡️;knælende mand mod højre;knælende mand|knælende mand mod højre|mand
	🧎🏼‍♂️‍➡️;knælende mand mod højre;knælende mand|knælende mand mod højre|mand
	🧎🏽‍♂️‍➡️;knælende mand mod højre;knælende mand|knælende mand mod højre|mand
	🧎🏾‍♂️‍➡️;knælende mand mod højre;knælende mand|knælende mand mod højre|mand
	🧎🏿‍♂️‍➡️;knælende mand mod højre;knælende mand|knælende mand mod højre|mand
🧑‍🦯;person med blindestok;adgangsforhold|blind|handicap|person med blindestok|synshandicap
	🧑🏻‍🦯;person med blindestok: lys teint;adgangsforhold|blind|handicap|lys teint|person med blindestok|person med blindestok: lys teint|synshandicap
	🧑🏼‍🦯;person med blindestok: medium til lys teint;adgangsforhold|blind|handicap|medium til lys teint|person med blindestok|person med blindestok: medium til lys teint|synshandicap
	🧑🏽‍🦯;person med blindestok: medium teint;adgangsforhold|blind|handicap|medium teint|person med blindestok|person med blindestok: medium teint|synshandicap
	🧑🏾‍🦯;person med blindestok: medium til mørk teint;adgangsforhold|blind|handicap|medium til mørk teint|person med blindestok|person med blindestok: medium til mørk teint|synshandicap
	🧑🏿‍🦯;person med blindestok: mørk teint;adgangsforhold|blind|handicap|mørk teint|person med blindestok|person med blindestok: mørk teint|synshandicap
🧑‍🦯‍➡️;person med blindestok mod højre;adgangsforhold|blind|handicap|person med blindestok|person med blindestok mod højre|synshandicap
	🧑🏻‍🦯‍➡️;person med blindestok mod højre;adgangsforhold|blind|handicap|person med blindestok|person med blindestok mod højre|synshandicap
	🧑🏼‍🦯‍➡️;person med blindestok mod højre;adgangsforhold|blind|handicap|person med blindestok|person med blindestok mod højre|synshandicap
	🧑🏽‍🦯‍➡️;person med blindestok mod højre;adgangsforhold|blind|handicap|person med blindestok|person med blindestok mod højre|synshandicap
	🧑🏾‍🦯‍➡️;person med blindestok mod højre;adgangsforhold|blind|handicap|person med blindestok|person med blindestok mod højre|synshandicap
	🧑🏿‍🦯‍➡️;person med blindestok mod højre;adgangsforhold|blind|handicap|person med blindestok|person med blindestok mod højre|synshandicap
👨‍🦯;mand med blindestok;adgangsforhold|blind|handicap|mand|mand med blindestok|synshandicap
	👨🏻‍🦯;mand med blindestok: lys teint;adgangsforhold|blind|handicap|lys teint|mand|mand med blindestok|mand med blindestok: lys teint|synshandicap
	👨🏼‍🦯;mand med blindestok: medium til lys teint;adgangsforhold|blind|handicap|mand|mand med blindestok|mand med blindestok: medium til lys teint|medium til lys teint|synshandicap
	👨🏽‍🦯;mand med blindestok: medium teint;adgangsforhold|blind|handicap|mand|mand med blindestok|mand med blindestok: medium teint|medium teint|synshandicap
	👨🏾‍🦯;mand med blindestok: medium til mørk teint;adgangsforhold|blind|handicap|mand|mand med blindestok|mand med blindestok: medium til mørk teint|medium til mørk teint|synshandicap
	👨🏿‍🦯;mand med blindestok: mørk teint;adgangsforhold|blind|handicap|mand|mand med blindestok|mand med blindestok: mørk teint|mørk teint|synshandicap
👨‍🦯‍➡️;mand med blindestok mod højre;adgangsforhold|blind|handicap|mand|mand med blindestok|mand med blindestok mod højre|synshandicap
	👨🏻‍🦯‍➡️;mand med blindestok mod højre;adgangsforhold|blind|handicap|mand|mand med blindestok|mand med blindestok mod højre|synshandicap
	👨🏼‍🦯‍➡️;mand med blindestok mod højre;adgangsforhold|blind|handicap|mand|mand med blindestok|mand med blindestok mod højre|synshandicap
	👨🏽‍🦯‍➡️;mand med blindestok mod højre;adgangsforhold|blind|handicap|mand|mand med blindestok|mand med blindestok mod højre|synshandicap
	👨🏾‍🦯‍➡️;mand med blindestok mod højre;adgangsforhold|blind|handicap|mand|mand med blindestok|mand med blindestok mod højre|synshandicap
	👨🏿‍🦯‍➡️;mand med blindestok mod højre;adgangsforhold|blind|handicap|mand|mand med blindestok|mand med blindestok mod højre|synshandicap
👩‍🦯;kvinde med blindestok;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|synshandicap
	👩🏻‍🦯;kvinde med blindestok: lys teint;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok: lys teint|lys teint|synshandicap
	👩🏼‍🦯;kvinde med blindestok: medium til lys teint;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok: medium til lys teint|medium til lys teint|synshandicap
	👩🏽‍🦯;kvinde med blindestok: medium teint;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok: medium teint|medium teint|synshandicap
	👩🏾‍🦯;kvinde med blindestok: medium til mørk teint;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok: medium til mørk teint|medium til mørk teint|synshandicap
	👩🏿‍🦯;kvinde med blindestok: mørk teint;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok: mørk teint|mørk teint|synshandicap
👩‍🦯‍➡️;kvinde med blindestok mod højre;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok mod højre|synshandicap
	👩🏻‍🦯‍➡️;kvinde med blindestok mod højre;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok mod højre|synshandicap
	👩🏼‍🦯‍➡️;kvinde med blindestok mod højre;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok mod højre|synshandicap
	👩🏽‍🦯‍➡️;kvinde med blindestok mod højre;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok mod højre|synshandicap
	👩🏾‍🦯‍➡️;kvinde med blindestok mod højre;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok mod højre|synshandicap
	👩🏿‍🦯‍➡️;kvinde med blindestok mod højre;adgangsforhold|blind|handicap|kvinde|kvinde med blindestok|kvinde med blindestok mod højre|synshandicap
🧑‍🦼;person i elkørestol;adgang|adgangsforhold|handicap|kørestol|person i elkørestol
	🧑🏻‍🦼;person i elkørestol: lys teint;adgang|adgangsforhold|handicap|kørestol|lys teint|person i elkørestol|person i elkørestol: lys teint
	🧑🏼‍🦼;person i elkørestol: medium til lys teint;adgang|adgangsforhold|handicap|kørestol|medium til lys teint|person i elkørestol|person i elkørestol: medium til lys teint
	🧑🏽‍🦼;person i elkørestol: medium teint;adgang|adgangsforhold|handicap|kørestol|medium teint|person i elkørestol|person i elkørestol: medium teint
	🧑🏾‍🦼;person i elkørestol: medium til mørk teint;adgang|adgangsforhold|handicap|kørestol|medium til mørk teint|person i elkørestol|person i elkørestol: medium til mørk teint
	🧑🏿‍🦼;person i elkørestol: mørk teint;adgang|adgangsforhold|handicap|kørestol|mørk teint|person i elkørestol|person i elkørestol: mørk teint
🧑‍🦼‍➡️;person i elkørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i elkørestol|person i elkørestol mod højre
	🧑🏻‍🦼‍➡️;person i elkørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i elkørestol|person i elkørestol mod højre
	🧑🏼‍🦼‍➡️;person i elkørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i elkørestol|person i elkørestol mod højre
	🧑🏽‍🦼‍➡️;person i elkørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i elkørestol|person i elkørestol mod højre
	🧑🏾‍🦼‍➡️;person i elkørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i elkørestol|person i elkørestol mod højre
	🧑🏿‍🦼‍➡️;person i elkørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i elkørestol|person i elkørestol mod højre
👨‍🦼;mand i elektrisk kørestol;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elkørestol
	👨🏻‍🦼;mand i elektrisk kørestol: lys teint;adgang|adgangsforhold|handicap|kørestol|lys teint|mand|mand i elektrisk kørestol|mand i elektrisk kørestol: lys teint|mand i elkørestol
	👨🏼‍🦼;mand i elektrisk kørestol: medium til lys teint;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elektrisk kørestol: medium til lys teint|mand i elkørestol|medium til lys teint
	👨🏽‍🦼;mand i elektrisk kørestol: medium teint;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elektrisk kørestol: medium teint|mand i elkørestol|medium teint
	👨🏾‍🦼;mand i elektrisk kørestol: medium til mørk teint;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elektrisk kørestol: medium til mørk teint|mand i elkørestol|medium til mørk teint
	👨🏿‍🦼;mand i elektrisk kørestol: mørk teint;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elektrisk kørestol: mørk teint|mand i elkørestol|mørk teint
👨‍🦼‍➡️;mand i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elektrisk kørestol mod højre|mand i elkørestol
	👨🏻‍🦼‍➡️;mand i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elektrisk kørestol mod højre|mand i elkørestol
	👨🏼‍🦼‍➡️;mand i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elektrisk kørestol mod højre|mand i elkørestol
	👨🏽‍🦼‍➡️;mand i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elektrisk kørestol mod højre|mand i elkørestol
	👨🏾‍🦼‍➡️;mand i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elektrisk kørestol mod højre|mand i elkørestol
	👨🏿‍🦼‍➡️;mand i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i elektrisk kørestol|mand i elektrisk kørestol mod højre|mand i elkørestol
👩‍🦼;kvinde i elektrisk kørestol;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elkørestol
	👩🏻‍🦼;kvinde i elektrisk kørestol: lys teint;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol: lys teint|kvinde i elkørestol|lys teint
	👩🏼‍🦼;kvinde i elektrisk kørestol: medium til lys teint;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol: medium til lys teint|kvinde i elkørestol|medium til lys teint
	👩🏽‍🦼;kvinde i elektrisk kørestol: medium teint;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol: medium teint|kvinde i elkørestol|medium teint
	👩🏾‍🦼;kvinde i elektrisk kørestol: medium til mørk teint;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol: medium til mørk teint|kvinde i elkørestol|medium til mørk teint
	👩🏿‍🦼;kvinde i elektrisk kørestol: mørk teint;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol: mørk teint|kvinde i elkørestol|mørk teint
👩‍🦼‍➡️;kvinde i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol mod højre|kvinde i elkørestol
	👩🏻‍🦼‍➡️;kvinde i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol mod højre|kvinde i elkørestol
	👩🏼‍🦼‍➡️;kvinde i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol mod højre|kvinde i elkørestol
	👩🏽‍🦼‍➡️;kvinde i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol mod højre|kvinde i elkørestol
	👩🏾‍🦼‍➡️;kvinde i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol mod højre|kvinde i elkørestol
	👩🏿‍🦼‍➡️;kvinde i elektrisk kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i elektrisk kørestol|kvinde i elektrisk kørestol mod højre|kvinde i elkørestol
🧑‍🦽;person i manuel kørestol;adgang|adgangsforhold|handicap|kørestol|person i manuel kørestol
	🧑🏻‍🦽;person i manuel kørestol: lys teint;adgang|adgangsforhold|handicap|kørestol|lys teint|person i manuel kørestol|person i manuel kørestol: lys teint
	🧑🏼‍🦽;person i manuel kørestol: medium til lys teint;adgang|adgangsforhold|handicap|kørestol|medium til lys teint|person i manuel kørestol|person i manuel kørestol: medium til lys teint
	🧑🏽‍🦽;person i manuel kørestol: medium teint;adgang|adgangsforhold|handicap|kørestol|medium teint|person i manuel kørestol|person i manuel kørestol: medium teint
	🧑🏾‍🦽;person i manuel kørestol: medium til mørk teint;adgang|adgangsforhold|handicap|kørestol|medium til mørk teint|person i manuel kørestol|person i manuel kørestol: medium til mørk teint
	🧑🏿‍🦽;person i manuel kørestol: mørk teint;adgang|adgangsforhold|handicap|kørestol|mørk teint|person i manuel kørestol|person i manuel kørestol: mørk teint
🧑‍🦽‍➡️;person i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i manuel kørestol|person i manuel kørestol mod højre
	🧑🏻‍🦽‍➡️;person i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i manuel kørestol|person i manuel kørestol mod højre
	🧑🏼‍🦽‍➡️;person i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i manuel kørestol|person i manuel kørestol mod højre
	🧑🏽‍🦽‍➡️;person i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i manuel kørestol|person i manuel kørestol mod højre
	🧑🏾‍🦽‍➡️;person i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i manuel kørestol|person i manuel kørestol mod højre
	🧑🏿‍🦽‍➡️;person i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|person i manuel kørestol|person i manuel kørestol mod højre
👨‍🦽;mand i manuel kørestol;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol
	👨🏻‍🦽;mand i manuel kørestol: lys teint;adgang|adgangsforhold|handicap|kørestol|lys teint|mand|mand i manuel kørestol|mand i manuel kørestol: lys teint
	👨🏼‍🦽;mand i manuel kørestol: medium til lys teint;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol|mand i manuel kørestol: medium til lys teint|medium til lys teint
	👨🏽‍🦽;mand i manuel kørestol: medium teint;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol|mand i manuel kørestol: medium teint|medium teint
	👨🏾‍🦽;mand i manuel kørestol: medium til mørk teint;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol|mand i manuel kørestol: medium til mørk teint|medium til mørk teint
	👨🏿‍🦽;mand i manuel kørestol: mørk teint;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol|mand i manuel kørestol: mørk teint|mørk teint
👨‍🦽‍➡️;mand i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol|mand i manuel kørestol mod højre
	👨🏻‍🦽‍➡️;mand i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol|mand i manuel kørestol mod højre
	👨🏼‍🦽‍➡️;mand i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol|mand i manuel kørestol mod højre
	👨🏽‍🦽‍➡️;mand i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol|mand i manuel kørestol mod højre
	👨🏾‍🦽‍➡️;mand i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol|mand i manuel kørestol mod højre
	👨🏿‍🦽‍➡️;mand i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|mand|mand i manuel kørestol|mand i manuel kørestol mod højre
👩‍🦽;kvinde i manuel kørestol;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol
	👩🏻‍🦽;kvinde i manuel kørestol: lys teint;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol: lys teint|lys teint
	👩🏼‍🦽;kvinde i manuel kørestol: medium til lys teint;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol: medium til lys teint|medium til lys teint
	👩🏽‍🦽;kvinde i manuel kørestol: medium teint;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol: medium teint|medium teint
	👩🏾‍🦽;kvinde i manuel kørestol: medium til mørk teint;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol: medium til mørk teint|medium til mørk teint
	👩🏿‍🦽;kvinde i manuel kørestol: mørk teint;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol: mørk teint|mørk teint
👩‍🦽‍➡️;kvinde i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol mod højre
	👩🏻‍🦽‍➡️;kvinde i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol mod højre
	👩🏼‍🦽‍➡️;kvinde i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol mod højre
	👩🏽‍🦽‍➡️;kvinde i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol mod højre
	👩🏾‍🦽‍➡️;kvinde i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol mod højre
	👩🏿‍🦽‍➡️;kvinde i manuel kørestol mod højre;adgang|adgangsforhold|handicap|kørestol|kvinde|kvinde i manuel kørestol|kvinde i manuel kørestol mod højre
🏃;løber;løber|løbetræning|maraton|sport
	🏃🏻;løber: lys teint;løber|løber: lys teint|løbetræning|lys teint|maraton|sport
	🏃🏼;løber: medium til lys teint;løber|løber: medium til lys teint|løbetræning|maraton|medium til lys teint|sport
	🏃🏽;løber: medium teint;løber|løber: medium teint|løbetræning|maraton|medium teint|sport
	🏃🏾;løber: medium til mørk teint;løber|løber: medium til mørk teint|løbetræning|maraton|medium til mørk teint|sport
	🏃🏿;løber: mørk teint;løber|løber: mørk teint|løbetræning|maraton|mørk teint|sport
🏃‍♂️;mand løber;løb|løbetræning|løbetur|mand|mand løber|maraton
	🏃🏻‍♂️;mand løber: lys teint;løb|løbetræning|løbetur|lys teint|mand|mand løber|mand løber: lys teint|maraton
	🏃🏼‍♂️;mand løber: medium til lys teint;løb|løbetræning|løbetur|mand|mand løber|mand løber: medium til lys teint|maraton|medium til lys teint
	🏃🏽‍♂️;mand løber: medium teint;løb|løbetræning|løbetur|mand|mand løber|mand løber: medium teint|maraton|medium teint
